"","study_id","vector_id","vector_id_new","year","month","season","genus","species","sample_size","country","location_name","full_location_name","topography","ecoregion","gps_latitude","gps_longitude"
"527",557,665,"vec_665","2019","All_months","Both","Ornithodoros","sonrai",0,"Senegal","medina","Medina, Senegal","","",13.7,-16.4
"528",557,666,"vec_666","2019","All_months","Both","Ornithodoros","sonrai",0,"Senegal","sourou","Sourou, Senegal","","",13.76666667,-16.46666667
"529",557,667,"vec_667","2019","All_months","Both","Ornithodoros","sonrai",0,"Senegal","bani","Bani, Senegal","","",13.75,-16.46666667
"530",557,668,"vec_668","2019","All_months","Both","Ornithodoros","sonrai",0,"Senegal","firdawsi","Firdawsi, Senegal","","",13.75,-16.45
"531",557,669,"vec_669","2019","All_months","Both","Ornithodoros","sonrai",0,"Senegal","keur_lahi_soce","Keur Lahi Soce, Senegal","","",13.73333333,-16.41666667
"532",453,670,"vec_670","2018","September","Rainy","Culex","quinquefasciatus",718,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"533",453,671,"vec_671","2018","September","Rainy","Culex","poicilipes",6,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"534",453,672,"vec_672","2018","September","Rainy","Culex","tritaeniorhynchus",0,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"535",453,673,"vec_673","2018","September","Rainy","Mansonia","africana",6,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"536",453,674,"vec_674","2018","September","Rainy","Mansonia","uniformis",39,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"537",453,675,"vec_675","2018","September","Rainy","Aedes","aegypti",15,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"538",453,676,"vec_676","2018","September","Rainy","Aedes","ochraceus",0,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"539",453,677,"vec_677","2018","September","Rainy","Aedes","vexans",0,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"540",453,678,"vec_678","2018","October","Rainy","Culex","quinquefasciatus",570,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"541",453,679,"vec_679","2018","October","Rainy","Culex","poicilipes",10,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"542",453,680,"vec_680","2018","October","Rainy","Culex","tritaeniorhynchus",2,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"543",453,681,"vec_681","2018","October","Rainy","Mansonia","africana",0,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"544",453,682,"vec_682","2018","October","Rainy","Mansonia","uniformis",35,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"545",453,683,"vec_683","2018","October","Rainy","Aedes","aegypti",5,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"546",453,684,"vec_684","2018","October","Rainy","Aedes","ochraceus",1,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"547",453,685,"vec_685","2018","October","Rainy","Aedes","vexans",121,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"548",453,686,"vec_686","2018","November","Dry","Culex","quinquefasciatus",545,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"549",453,687,"vec_687","2018","November","Dry","Culex","poicilipes",18,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"550",453,688,"vec_688","2018","November","Dry","Culex","tritaeniorhynchus",0,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"551",453,689,"vec_689","2018","November","Dry","Mansonia","africana",4,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"552",453,690,"vec_690","2018","November","Dry","Mansonia","uniformis",17,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"553",453,691,"vec_691","2018","November","Dry","Aedes","aegypti",2,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"554",453,692,"vec_692","2018","November","Dry","Aedes","ochraceus",5,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"555",453,693,"vec_693","2018","November","Dry","Aedes","vexans",0,"Senegal","madina_djikoye","Madina Djikoye, Senegal","","",13.649875,-16.32681111
"556",453,694,"vec_694","2018","September","Rainy","Culex","quinquefasciatus",139,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"557",453,695,"vec_695","2018","September","Rainy","Culex","poicilipes",0,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"558",453,696,"vec_696","2018","September","Rainy","Culex","tritaeniorhynchus",0,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"559",453,697,"vec_697","2018","September","Rainy","Mansonia","africana",0,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"560",453,698,"vec_698","2018","September","Rainy","Mansonia","uniformis",0,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"561",453,699,"vec_699","2018","September","Rainy","Aedes","aegypti",18,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"562",453,700,"vec_700","2018","September","Rainy","Aedes","ochraceus",12,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"563",453,701,"vec_701","2018","September","Rainy","Aedes","vexans",104,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"564",453,702,"vec_702","2018","November","Rainy","Culex","quinquefasciatus",1270,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"565",453,703,"vec_703","2018","November","Rainy","Culex","poicilipes",7,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"566",453,704,"vec_704","2018","November","Rainy","Culex","tritaeniorhynchus",16,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"567",453,705,"vec_705","2018","November","Rainy","Mansonia","africana",0,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"568",453,706,"vec_706","2018","November","Rainy","Mansonia","uniformis",0,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"569",453,707,"vec_707","2018","November","Rainy","Aedes","aegypti",6,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"570",453,708,"vec_708","2018","November","Rainy","Aedes","ochraceus",1,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"571",453,709,"vec_709","2018","November","Rainy","Aedes","vexans",0,"Senegal","djinkore_mafing","Djinkore Mafing, Senegal","","",13.70648611,-13.65413889
"572",558,710,"vec_710","2018_2021","All_months","Both","Ornithodoros","sonrai",253,"Senegal","dodel","Dodel, Senegal","","",16.48797222,-14.42194444
"573",501,711,"vec_711","2017_2019","All_months","Both","Aedes","aegypti",1361,"Senegal","dakar","Dakar, Senegal","","",14.67291667,-17.44361111
"574",501,712,"vec_712","2017_2020","All_months","Both","Aedes","aegypti",1271,"Senegal","touba","Touba, Senegal","","",14.85,-15.88333333
"575",501,713,"vec_713","2017_2021","All_months","Both","Aedes","aegypti",1214,"Senegal","mbour","Mbour, Senegal","","",14.41877778,-16.95641667
"576",501,714,"vec_714","2017_2022","All_months","Both","Aedes","aegypti",1385,"Senegal","louga","Louga, Senegal","","",15.62125,-16.23544444
"577",501,715,"vec_715","2017_2023","All_months","Both","Aedes","aegypti",1313,"Senegal","barkedji","Barkedji, Senegal","","",15.27705556,-15.86272222
"578",501,716,"vec_716","2017_2024","All_months","Both","Aedes","aegypti",1305,"Senegal","fatick","Fatick, Senegal","","",14.61861111,-16.22583333
"579",501,717,"vec_717","2017_2025","All_months","Both","Aedes","aegypti",1352,"Senegal","matam","Matam, Senegal","","",15.66316667,-13.25519444
"580",501,718,"vec_718","2017_2026","All_months","Both","Aedes","aegypti",1331,"Senegal","ziguinchor","Ziguinchor, Senegal","","",12.56316667,-16.29294444
"581",501,719,"vec_719","2017_2027","All_months","Both","Aedes","aegypti",1338,"Senegal","kedougou","Kedougou, Senegal","","",12.56258333,-12.17552778
"582",547,720,"vec_720","1991","All_months","Both","Aedes","vexans",6688,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"583",547,721,"vec_721","1992","All_months","Both","Aedes","vexans",2654,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"584",547,722,"vec_722","1993","All_months","Both","Aedes","vexans",1574,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"585",547,723,"vec_723","1994","All_months","Both","Aedes","vexans",4756,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"586",547,724,"vec_724","1995","All_months","Both","Aedes","vexans",12545,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"587",547,725,"vec_725","1996","All_months","Both","Aedes","vexans",8114,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"588",547,726,"vec_726","1991","All_months","Both","Culex","poicilipes",2780,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"589",547,727,"vec_727","1992","All_months","Both","Culex","poicilipes",1026,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"590",547,728,"vec_728","1993","All_months","Both","Culex","poicilipes",21213,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"591",547,729,"vec_729","1994","All_months","Both","Culex","poicilipes",4001,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"592",547,730,"vec_730","1995","All_months","Both","Culex","poicilipes",4964,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"593",547,731,"vec_731","1996","All_months","Both","Culex","poicilipes",2926,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"594",547,732,"vec_732","2002","All_months","Both","Aedes","vexans",799,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"595",547,733,"vec_733","2003","All_months","Both","Aedes","vexans",1106,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"596",547,734,"vec_734","2002","All_months","Both","Culex","poicilipes",56,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"597",547,735,"vec_735","2003","All_months","Both","Culex","poicilipes",468,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"598",473,736,"vec_736","2007","July","Rainy","Aedes","aegypti",26,"Senegal","saint_louis","Saint Louis, Senegal","","",16.02564722,-16.50498333
"599",473,737,"vec_737","2007","July","Rainy","Aedes","aegypti",58,"Senegal","digale","Digale, Senegal","","",16.18333333,-15.75
"600",473,738,"vec_738","2007","July","Rainy","Aedes","aegypti",58,"Senegal","louga","Louga, Senegal","","",15.61528611,-16.22154444
"601",473,739,"vec_739","2005","January","Dry","Aedes","aegypti",61,"Senegal","dakar","Dakar, Senegal","","",14.74999167,-17.46642222
"602",473,740,"vec_740","2007","June","Rainy","Aedes","aegypti",59,"Senegal","ngoye","Ngoye, Senegal","","",14.61423611,-16.41188611
"603",473,741,"vec_741","2007","April","Dry","Aedes","aegypti",73,"Senegal","touba","Touba, Senegal","","",14.85935278,-15.87883333
"604",473,742,"vec_742","2006","July","Rainy","Aedes","aegypti",36,"Senegal","mindin","Mindin, Senegal","","",14.06626389,-15.29965556
"605",473,743,"vec_743","2006","July","Rainy","Aedes","aegypti",43,"Senegal","kaffrine","Kaffrine, Senegal","","",14.10661944,-15.55201389
"606",473,744,"vec_744","2006","July","Rainy","Aedes","aegypti",52,"Senegal","koungheul","Koungheul, Senegal","","",13.97596944,-14.80419722
"607",473,745,"vec_745","2006","July","Rainy","Aedes","aegypti",105,"Senegal","tambacounda","Tambacounda, Senegal","","",13.77309167,-13.67731944
"608",473,746,"vec_746","2006","July","Rainy","Aedes","aegypti",25,"Senegal","saraya","Saraya, Senegal","","",12.83333333,-11.75
"609",473,747,"vec_747","2006","July","Rainy","Aedes","aegypti",26,"Senegal","dienoudialla","Dienoudialla, Senegal","","",13.21445833,-13.11198611
"610",473,748,"vec_748","2007","July","Rainy","Aedes","aegypti",58,"Senegal","goudiri","Goudiri, Senegal","","",14.18695,-12.71219722
"611",473,749,"vec_749","2006","July","Rainy","Aedes","aegypti",69,"Senegal","niemenike","Niemenike, Senegal","","",13.00708889,-12.54670556
"612",473,750,"vec_750","2006","November","Dry","Aedes","aegypti",57,"Senegal","ngari","Ngari, Senegal","","",12.63349167,-12.24993611
"613",473,751,"vec_751","2006","November","Dry","Aedes","aegypti",40,"Senegal","pk10","Pk10, Senegal","","",12.600025,-12.23340278
"614",473,752,"vec_752","2006","November","Dry","Aedes","aegypti",83,"Senegal","deux_riviers","Deux Riviers, Senegal","","",12.63338889,-12.233375
"615",473,753,"vec_753","2007","July","Rainy","Aedes","aegypti",58,"Senegal","simenti","Simenti, Senegal","","",13.03325556,-13.29965833
"616",473,754,"vec_754","2006","July","Rainy","Aedes","aegypti",53,"Senegal","fongolimbi","Fongolimbi, Senegal","","",12.41246667,-12.0116
"617",486,755,"vec_755","2010","February","Dry","Aedes","aegypti",173,"Senegal","pk10","Pk10, Senegal","","",12.61121217,-12.24714562
"618",486,756,"vec_756","2011","September","Rainy","Aedes","aegypti",80,"Senegal","pk10","Pk10, Senegal","","",12.61121217,-12.24714562
"619",291,757,"vec_757","1988","All_months","Both","Tick","sp.",176,"Gambia","keneba","Keneba, Gambia","","",13.33151571,-16.00975723
"620",291,758,"vec_758","1988","All_months","Both","Tick","sp.",103,"Gambia","fugga","Fugga, Gambia","","",NA,NA
"621",291,759,"vec_759","1988","All_months","Both","Tick","sp.",9,"Gambia","sambel_kunda","Sambel Kunda, Gambia","","",13.66511122,-14.97613735
"622",352,760,"vec_760","2014","June","Rainy","Rhipicephalus","evertesi_evertesi",172,"Senegal","keur_momar_sarr","Keur Momar Sarr, Senegal","","",15.916667,-15.966667
"623",352,761,"vec_761","2014","June","Rainy","Hyalomma","impeltatum",10,"Senegal","keur_momar_sarr","Keur Momar Sarr, Senegal","","",15.916667,-15.966667
"624",352,762,"vec_762","2014","June","Rainy","Hyalomma","rufipes",17,"Senegal","keur_momar_sarr","Keur Momar Sarr, Senegal","","",15.916667,-15.966667
"625",352,763,"vec_763","2014","June","Rainy","Rhipicephalus","bursa",3,"Senegal","keur_momar_sarr","Keur Momar Sarr, Senegal","","",15.916667,-15.966667
"626",352,764,"vec_764","2014","June","Rainy","Rhipicephalus","muhsamae",2,"Senegal","keur_momar_sarr","Keur Momar Sarr, Senegal","","",15.916667,-15.966667
"627",409,765,"vec_765","1999","June","Rainy","Aedes","furcifer",1134,"Senegal","kedougou","Kedougou, Senegal","","",12.5607117,-12.19002939
"628",409,766,"vec_766","1999","October","Rainy","Aedes","furcifer",1998,"Senegal","kedougou","Kedougou, Senegal","","",12.5607117,-12.19002939
"629",409,767,"vec_767","1999","November","Dry","Aedes","furcifer",1425,"Senegal","kedougou","Kedougou, Senegal","","",12.5607117,-12.19002939
"630",409,768,"vec_768","1999","June","Rainy","Aedes","taylori",379,"Senegal","kedougou","Kedougou, Senegal","","",12.5607117,-12.19002939
"631",409,769,"vec_769","1999","October","Rainy","Aedes","taylori",124,"Senegal","kedougou","Kedougou, Senegal","","",12.5607117,-12.19002939
"632",409,770,"vec_770","1999","November","Dry","Aedes","taylori",575,"Senegal","kedougou","Kedougou, Senegal","","",12.5607117,-12.19002939
"633",409,771,"vec_771","1999","June","Rainy","Aedes","luteocephalus",1064,"Senegal","kedougou","Kedougou, Senegal","","",12.5607117,-12.19002939
"634",409,772,"vec_772","1999","October","Rainy","Aedes","luteocephalus",682,"Senegal","kedougou","Kedougou, Senegal","","",12.5607117,-12.19002939
"635",409,773,"vec_773","1999","November","Dry","Aedes","luteocephalus",392,"Senegal","kedougou","Kedougou, Senegal","","",12.5607117,-12.19002939
"636",409,774,"vec_774","1999","June","Rainy","Aedes","aegypti",54,"Senegal","kedougou","Kedougou, Senegal","","",12.5607117,-12.19002939
"637",409,775,"vec_775","1999","October","Rainy","Aedes","aegypti",3366,"Senegal","kedougou","Kedougou, Senegal","","",12.5607117,-12.19002939
"638",409,776,"vec_776","1999","November","Dry","Aedes","aegypti",7984,"Senegal","kedougou","Kedougou, Senegal","","",12.5607117,-12.19002939
"639",412,777,"vec_777","1990","October_to_november","Both","Aedes","dalzieli",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"640",412,778,"vec_778","1990","October_to_november","Both","Aedes","fowleri",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"641",412,779,"vec_779","1990","October_to_november","Both","Aedes","ochraceus",3,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"642",412,780,"vec_780","1990","October_to_november","Both","Aedes","vexans",245,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"643",412,781,"vec_781","1990","October_to_november","Both","Aedes","vittatus",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"644",412,782,"vec_782","1990","October_to_november","Both","Aedes","furcifer",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"645",412,783,"vec_783","1990","October_to_november","Both","Aedes","sudanensis",5,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"646",412,784,"vec_784","1990","October_to_november","Both","Aedes","aegypti",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"647",412,785,"vec_785","1990","October_to_november","Both","Aedes","luteocephalus",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"648",412,786,"vec_786","1990","October_to_november","Both","Aedes","metallicus",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"649",412,787,"vec_787","1990","October_to_november","Both","Aedes","unilineatus",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"650",412,788,"vec_788","1990","October_to_november","Both","Aedes","antennatus",24,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"651",412,789,"vec_789","1990","October_to_november","Both","Culex","neavei",199,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"652",412,790,"vec_790","1990","October_to_november","Both","Culex","perfuscus",2,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"653",412,791,"vec_791","1990","October_to_november","Both","Culex","poicilipes",21668,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"654",412,792,"vec_792","1990","October_to_november","Both","Culex","quinquefasciatus",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"655",412,793,"vec_793","1990","October_to_november","Both","Culex","tritaeniorhynchus",98,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"656",412,794,"vec_794","1990","October_to_november","Both","Mansonia","africana",225,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"657",412,795,"vec_795","1990","October_to_november","Both","Mansonia","uniformis",192,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"658",412,796,"vec_796","1991","All_months","Both","Aedes","dalzieli",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"659",412,797,"vec_797","1991","All_months","Both","Aedes","fowleri",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"660",412,798,"vec_798","1991","All_months","Both","Aedes","ochraceus",282,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"661",412,799,"vec_799","1991","All_months","Both","Aedes","vexans",10247,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"662",412,800,"vec_800","1991","All_months","Both","Aedes","vittatus",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"663",412,801,"vec_801","1991","All_months","Both","Aedes","furcifer",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"664",412,802,"vec_802","1991","All_months","Both","Aedes","sudanensis",344,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"665",412,803,"vec_803","1991","All_months","Both","Aedes","aegypti",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"666",412,804,"vec_804","1991","All_months","Both","Aedes","luteocephalus",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"667",412,805,"vec_805","1991","All_months","Both","Aedes","metallicus",17,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"668",412,806,"vec_806","1991","All_months","Both","Aedes","unilineatus",36,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"669",412,807,"vec_807","1991","All_months","Both","Aedes","antennatus",1177,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"670",412,808,"vec_808","1991","All_months","Both","Culex","neavei",756,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"671",412,809,"vec_809","1991","All_months","Both","Culex","perfuscus",134,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"672",412,810,"vec_810","1991","All_months","Both","Culex","poicilipes",7363,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"673",412,811,"vec_811","1991","All_months","Both","Culex","quinquefasciatus",339,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"674",412,812,"vec_812","1991","All_months","Both","Culex","tritaeniorhynchus",137,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"675",412,813,"vec_813","1991","All_months","Both","Mansonia","africana",1559,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"676",412,814,"vec_814","1991","All_months","Both","Mansonia","uniformis",156,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"677",412,815,"vec_815","1992","All_months","Both","Aedes","dalzieli",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"678",412,816,"vec_816","1992","All_months","Both","Aedes","fowleri",2,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"679",412,817,"vec_817","1992","All_months","Both","Aedes","ochraceus",634,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"680",412,818,"vec_818","1992","All_months","Both","Aedes","vexans",4204,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"681",412,819,"vec_819","1992","All_months","Both","Aedes","vittatus",1,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"682",412,820,"vec_820","1992","All_months","Both","Aedes","furcifer",125,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"683",412,821,"vec_821","1992","All_months","Both","Aedes","sudanensis",252,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"684",412,822,"vec_822","1992","All_months","Both","Aedes","aegypti",10,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"685",412,823,"vec_823","1992","All_months","Both","Aedes","luteocephalus",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"686",412,824,"vec_824","1992","All_months","Both","Aedes","metallicus",101,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"687",412,825,"vec_825","1992","All_months","Both","Aedes","unilineatus",134,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"688",412,826,"vec_826","1992","All_months","Both","Aedes","antennatus",478,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"689",412,827,"vec_827","1992","All_months","Both","Culex","neavei",1946,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"690",412,828,"vec_828","1992","All_months","Both","Culex","perfuscus",239,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"691",412,829,"vec_829","1992","All_months","Both","Culex","poicilipes",11151,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"692",412,830,"vec_830","1992","All_months","Both","Culex","quinquefasciatus",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"693",412,831,"vec_831","1992","All_months","Both","Culex","tritaeniorhynchus",1242,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"694",412,832,"vec_832","1992","All_months","Both","Mansonia","africana",4524,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"695",412,833,"vec_833","1992","All_months","Both","Mansonia","uniformis",703,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"696",412,834,"vec_834","1993","All_months","Both","Aedes","dalzieli",10,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"697",412,835,"vec_835","1993","All_months","Both","Aedes","fowleri",19,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"698",412,836,"vec_836","1993","All_months","Both","Aedes","ochraceus",1169,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"699",412,837,"vec_837","1993","All_months","Both","Aedes","vexans",4174,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"700",412,838,"vec_838","1993","All_months","Both","Aedes","vittatus",0,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"701",412,839,"vec_839","1993","All_months","Both","Aedes","furcifer",139,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"702",412,840,"vec_840","1993","All_months","Both","Aedes","sudanensis",184,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"703",412,841,"vec_841","1993","All_months","Both","Aedes","aegypti",9,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"704",412,842,"vec_842","1993","All_months","Both","Aedes","luteocephalus",1,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"705",412,843,"vec_843","1993","All_months","Both","Aedes","metallicus",59,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"706",412,844,"vec_844","1993","All_months","Both","Aedes","unilineatus",64,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"707",412,845,"vec_845","1993","All_months","Both","Aedes","antennatus",482,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"708",412,846,"vec_846","1993","All_months","Both","Culex","neavei",3602,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"709",412,847,"vec_847","1993","All_months","Both","Culex","perfuscus",330,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"710",412,848,"vec_848","1993","All_months","Both","Culex","poicilipes",28630,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"711",412,849,"vec_849","1993","All_months","Both","Culex","quinquefasciatus",291,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"712",412,850,"vec_850","1993","All_months","Both","Culex","tritaeniorhynchus",182,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
"713",412,851,"vec_851","1993","All_months","Both","Mansonia","africana",4636,"Senegal","barkedji","Barkedji, Senegal","","",15.27769563,-14.8675598
