study_id,reservoir_id,reservoir_id_new,year,month,season,genus,species,common_name,sample_size,country,location_name,full_location_name,topography,ecoregion,gps_latitude,gps_longitude
331,450,res_450,2017,February_to_march,Dry,Mus,musculus,House_mouse,17,Senegal,lagbar,"Lagbar, Senegal",,,,
331,451,res_451,2017,February_to_march,Dry,Mus,musculus,House_mouse,16,Senegal,tessekere,"Tessekere, Senegal",,,,
331,452,res_452,2017,February_to_march,Dry,Mus,musculus,House_mouse,18,Senegal,yonofere,"Yonofere, Senegal",,,,
255,453,res_453,2014,All_months,Both,Papio,papio,Guinea_baboon,78,Senegal,niokolo_koba,"Niokolo Koba, Senegal",,,,
255,454,res_454,2015,All_months,Both,Papio,papio,Guinea_baboon,99,Senegal,niokolo_koba,"Niokolo Koba, Senegal",,,,
177,455,res_455,2011_2012,All_months,Both,Cricetomys,gambianus,Gambian_pouched_rat,20,Senegal,ouakam,"Ouakam, Senegal",,,,
190,456,res_456,2013,March_to_april,Dry,Mus,musculus,House_mouse,30,Senegal,dagathie,"Dagathie, Senegal",,,,
190,457,res_457,2013,March_to_april,Dry,Mastomys,erythroleucus,,0,Senegal,dagathie,"Dagathie, Senegal",,,,
190,458,res_458,2013,March_to_april,Dry,Mus,musculus,House_mouse,30,Senegal,makhana,"Makhana, Senegal",,,,
190,459,res_459,2013,March_to_april,Dry,Mastomys,erythroleucus,,0,Senegal,makhana,"Makhana, Senegal",,,,
190,460,res_460,2013,March_to_april,Dry,Mus,musculus,House_mouse,23,Senegal,ndombo,"Ndombo, Senegal",,,,
190,461,res_461,2013,March_to_april,Dry,Mastomys,erythroleucus,,0,Senegal,ndombo,"Ndombo, Senegal",,,,
190,462,res_462,2013,March_to_april,Dry,Mus,musculus,House_mouse,26,Senegal,tilene,"Tilene, Senegal",,,,
190,463,res_463,2013,March_to_april,Dry,Mastomys,erythroleucus,,0,Senegal,tilene,"Tilene, Senegal",,,,
190,464,res_464,2013,March_to_april,Dry,Mus,musculus,House_mouse,50,Senegal,haere_lao,"Haere Lao, Senegal",,,,
190,465,res_465,2013,March_to_april,Dry,Mastomys,erythroleucus,,22,Senegal,haere_lao,"Haere Lao, Senegal",,,,
190,466,res_466,2013,March_to_april,Dry,Mus,musculus,House_mouse,45,Senegal,croisement_boube,"Croisement Boube, Senegal",,,,
190,467,res_467,2013,March_to_april,Dry,Mastomys,erythroleucus,,3,Senegal,croisement_boube,"Croisement Boube, Senegal",,,,
190,468,res_468,2013,March_to_april,Dry,Mus,musculus,House_mouse,19,Senegal,dendoudi,"Dendoudi, Senegal",,,,
190,469,res_469,2013,March_to_april,Dry,Mastomys,erythroleucus,,28,Senegal,dendoudi,"Dendoudi, Senegal",,,,
190,470,res_470,2013,March_to_april,Dry,Mus,musculus,House_mouse,24,Senegal,dodel,"Dodel, Senegal",,,,
190,471,res_471,2013,March_to_april,Dry,Mastomys,erythroleucus,,33,Senegal,dodel,"Dodel, Senegal",,,,
190,472,res_472,2013,March_to_april,Dry,Mus,musculus,House_mouse,28,Senegal,lougue,"Lougue, Senegal",,,,
190,473,res_473,2013,March_to_april,Dry,Mastomys,erythroleucus,,25,Senegal,lougue,"Lougue, Senegal",,,,
190,474,res_474,2013,March_to_april,Dry,Mus,musculus,House_mouse,0,Senegal,diomandou_walo,"Diomandou Walo, Senegal",,,,
190,475,res_475,2013,March_to_april,Dry,Mastomys,erythroleucus,,14,Senegal,diomandou_walo,"Diomandou Walo, Senegal",,,,
190,476,res_476,2013,March_to_april,Dry,Mus,musculus,House_mouse,0,Senegal,doumga_lao,"Doumga Lao, Senegal",,,,
190,477,res_477,2013,March_to_april,Dry,Mastomys,erythroleucus,,43,Senegal,doumga_lao,"Doumga Lao, Senegal",,,,
190,478,res_478,2013,March_to_april,Dry,Mus,musculus,House_mouse,0,Senegal,lambango,"Lambango, Senegal",,,,
190,479,res_479,2013,March_to_april,Dry,Mastomys,erythroleucus,,23,Senegal,lambango,"Lambango, Senegal",,,,
190,480,res_480,2013,March_to_april,Dry,Mus,musculus,House_mouse,0,Senegal,sar_maounde,"Sar Maounde, Senegal",,,,
190,481,res_481,2013,March_to_april,Dry,Mastomys,erythroleucus,,9,Senegal,sar_maounde,"Sar Maounde, Senegal",,,,
190,482,res_482,2013_2014,November_to_february,Dry,Rattus,rattus,Black_rat,30,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
190,483,res_483,2013,March_to_april,Dry,Mastomys,erythroleucus,,8,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
190,484,res_484,2013,March_to_april,Dry,Mastomys,natalensis,,0,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
190,485,res_485,2013_2014,November_to_february,Dry,Rattus,rattus,Black_rat,35,Senegal,diatakounda,"Diatakounda, Senegal",,,,
190,486,res_486,2013,March_to_april,Dry,Mastomys,erythroleucus,,16,Senegal,diatakounda,"Diatakounda, Senegal",,,,
190,487,res_487,2013,March_to_april,Dry,Mastomys,natalensis,,0,Senegal,diatakounda,"Diatakounda, Senegal",,,,
190,488,res_488,2013_2014,November_to_february,Dry,Rattus,rattus,Black_rat,29,Senegal,marsassoum,"Marsassoum, Senegal",,,,
190,489,res_489,2013,March_to_april,Dry,Mastomys,erythroleucus,,3,Senegal,marsassoum,"Marsassoum, Senegal",,,,
190,490,res_490,2013,March_to_april,Dry,Mastomys,natalensis,,0,Senegal,marsassoum,"Marsassoum, Senegal",,,,
190,491,res_491,2013_2014,November_to_february,Dry,Rattus,rattus,Black_rat,29,Senegal,tobor,"Tobor, Senegal",,,,
190,492,res_492,2013,March_to_april,Dry,Mastomys,erythroleucus,,1,Senegal,tobor,"Tobor, Senegal",,,,
190,493,res_493,2013,March_to_april,Dry,Mastomys,natalensis,,0,Senegal,tobor,"Tobor, Senegal",,,,
190,494,res_494,2013_2014,November_to_february,Dry,Rattus,rattus,Black_rat,73,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
190,495,res_495,2013,March_to_april,Dry,Mastomys,erythroleucus,,14,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
190,496,res_496,2013,March_to_april,Dry,Mastomys,natalensis,,0,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
190,497,res_497,2013_2014,November_to_february,Dry,Rattus,rattus,Black_rat,40,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
190,498,res_498,2013,March_to_april,Dry,Mastomys,erythroleucus,,21,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
190,499,res_499,2013,March_to_april,Dry,Mastomys,natalensis,,0,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
190,500,res_500,2013_2014,November_to_february,Dry,Rattus,rattus,Black_rat,34,Senegal,kedougou,"Kedougou, Senegal",,,,
190,501,res_501,2013,March_to_april,Dry,Mastomys,erythroleucus,,0,Senegal,kedougou,"Kedougou, Senegal",,,,
190,502,res_502,2013,March_to_april,Dry,Mastomys,natalensis,,30,Senegal,kedougou,"Kedougou, Senegal",,,,
190,503,res_503,2013_2014,November_to_february,Dry,Rattus,rattus,Black_rat,26,Senegal,soutouta,"Soutouta, Senegal",,,,
190,504,res_504,2013,March_to_april,Dry,Mastomys,erythroleucus,,12,Senegal,soutouta,"Soutouta, Senegal",,,,
190,505,res_505,2013,March_to_april,Dry,Mastomys,natalensis,,0,Senegal,soutouta,"Soutouta, Senegal",,,,
190,506,res_506,2013_2014,November_to_february,Dry,Rattus,rattus,Black_rat,0,Senegal,bransan,"Bransan, Senegal",,,,
190,507,res_507,2013,March_to_april,Dry,Mastomys,erythroleucus,,6,Senegal,bransan,"Bransan, Senegal",,,,
190,508,res_508,2013,March_to_april,Dry,Mastomys,natalensis,,33,Senegal,bransan,"Bransan, Senegal",,,,
190,509,res_509,2013_2014,November_to_february,Dry,Rattus,rattus,Black_rat,0,Senegal,mako,"Mako, Senegal",,,,
190,510,res_510,2013,March_to_april,Dry,Mastomys,erythroleucus,,0,Senegal,mako,"Mako, Senegal",,,,
190,511,res_511,2013,March_to_april,Dry,Mastomys,natalensis,,48,Senegal,mako,"Mako, Senegal",,,,
190,512,res_512,2013_2014,November_to_february,Dry,Rattus,rattus,Black_rat,0,Senegal,segou,"Segou, Senegal",,,,
190,513,res_513,2013,March_to_april,Dry,Mastomys,erythroleucus,,0,Senegal,segou,"Segou, Senegal",,,,
190,514,res_514,2013,March_to_april,Dry,Mastomys,natalensis,,26,Senegal,segou,"Segou, Senegal",,,,
400,515,res_515,2012_2013,All_months,Both,Rattus,rattus,Black_rat,403,Senegal,kedougou,"Kedougou, Senegal",,,,
400,516,res_516,2012_2013,All_months,Both,Crocidura,sp.,Shrew,296,Senegal,kedougou,"Kedougou, Senegal",,,,
400,517,res_517,2012_2013,All_months,Both,Mus,musculus,House_mouse,247,Senegal,kedougou,"Kedougou, Senegal",,,,
400,518,res_518,2012_2013,All_months,Both,Mastomys,natalensis,,241,Senegal,kedougou,"Kedougou, Senegal",,,,
400,519,res_519,2012_2013,All_months,Both,Mastomys,erythroleucus,,94,Senegal,kedougou,"Kedougou, Senegal",,,,
400,520,res_520,2012_2013,All_months,Both,Arvicanthis,niloticus,,79,Senegal,kedougou,"Kedougou, Senegal",,,,
400,521,res_521,2012_2013,All_months,Both,Praomys,daltoni,,52,Senegal,kedougou,"Kedougou, Senegal",,,,
400,522,res_522,2012_2013,All_months,Both,Cricetomys,gambianus,,1,Senegal,kedougou,"Kedougou, Senegal",,,,
400,523,res_523,2012_2013,All_months,Both,Gerbilliscus,gambianus,,1,Senegal,kedougou,"Kedougou, Senegal",,,,
225,524,res_524,2012_2013,All_months,Both,,,Chicken,1,Senegal,dakar,"Dakar, Senegal",,,,
176,525,res_525,2004,January,Dry,Mastomys,sp.,House_mouse,502,Senegal,kedougou,"Kedougou, Senegal",,,,
223,526,res_526,2016,November,Dry,,,Chicken,10,Gambia,sibanor,"Sibanor, Gambia",,,,
223,527,res_527,2016,November,Dry,,,Guinea_fowl,9,Gambia,sibanor,"Sibanor, Gambia",,,,
355,528,res_528,2012_2015,All_months,Both,Arvicanthis,niloticus,Grass_rat,0,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,529,res_529,2012_2015,All_months,Both,Atelerix,albiventris,Hedgehog,0,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,530,res_530,2012_2015,All_months,Both,Cricetomys,gambianus,Gambian_pouched_rat,0,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,531,res_531,2012_2015,All_months,Both,Crocidura,olivieri,Giant_shrew,36,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,532,res_532,2012_2015,All_months,Both,Crocidura,sp.,Shrew,2,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,533,res_533,2012_2015,All_months,Both,Gerbilliscus,gambianus,Kemps_gerbil,0,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,534,res_534,2012_2015,All_months,Both,Mastomys,erythroleucus,Guinea_mouse,14,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,535,res_535,2012_2015,All_months,Both,Mastomys,natalensis,African_rat,0,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,536,res_536,2012_2015,All_months,Both,Mastomys,sp.,House_mouse,0,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,537,res_537,2012_2015,All_months,Both,Mus_nannomys,sp.,Pigmy_mouse,0,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,538,res_538,2012_2015,All_months,Both,Mus,musculus,House_mouse,0,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,539,res_539,2012_2015,All_months,Both,Mus,sp.,House_mouse,0,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,540,res_540,2012_2015,All_months,Both,Praomys,daltoni,Daltons_mouse,1,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,541,res_541,2012_2015,All_months,Both,Rattus,rattus,Black_rat,74,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,542,res_542,2012_2015,All_months,Both,Steatomys,sp.,,0,Senegal,badi_nieriko,"Badi Nieriko, Senegal",,,,
355,543,res_543,2012_2015,All_months,Both,Arvicanthis,niloticus,Grass_rat,7,Senegal,bakel,"Bakel, Senegal",,,,
355,544,res_544,2012_2015,All_months,Both,Atelerix,albiventris,Hedgehog,0,Senegal,bakel,"Bakel, Senegal",,,,
355,545,res_545,2012_2015,All_months,Both,Cricetomys,gambianus,Gambian_pouched_rat,0,Senegal,bakel,"Bakel, Senegal",,,,
355,546,res_546,2012_2015,All_months,Both,Crocidura,olivieri,Giant_shrew,12,Senegal,bakel,"Bakel, Senegal",,,,
355,547,res_547,2012_2015,All_months,Both,Crocidura,sp.,Shrew,1,Senegal,bakel,"Bakel, Senegal",,,,
355,548,res_548,2012_2015,All_months,Both,Gerbilliscus,gambianus,Kemps_gerbil,0,Senegal,bakel,"Bakel, Senegal",,,,
355,549,res_549,2012_2015,All_months,Both,Mastomys,erythroleucus,Guinea_mouse,0,Senegal,bakel,"Bakel, Senegal",,,,
355,550,res_550,2012_2015,All_months,Both,Mastomys,natalensis,African_rat,0,Senegal,bakel,"Bakel, Senegal",,,,
355,551,res_551,2012_2015,All_months,Both,Mastomys,sp.,House_mouse,0,Senegal,bakel,"Bakel, Senegal",,,,
355,552,res_552,2012_2015,All_months,Both,Mus_nannomys,sp.,Pigmy_mouse,0,Senegal,bakel,"Bakel, Senegal",,,,
355,553,res_553,2012_2015,All_months,Both,Mus,musculus,House_mouse,70,Senegal,bakel,"Bakel, Senegal",,,,
355,554,res_554,2012_2015,All_months,Both,Mus,sp.,House_mouse,0,Senegal,bakel,"Bakel, Senegal",,,,
355,555,res_555,2012_2015,All_months,Both,Praomys,daltoni,Daltons_mouse,0,Senegal,bakel,"Bakel, Senegal",,,,
355,556,res_556,2012_2015,All_months,Both,Rattus,rattus,Black_rat,0,Senegal,bakel,"Bakel, Senegal",,,,
355,557,res_557,2012_2015,All_months,Both,Steatomys,sp.,,0,Senegal,bakel,"Bakel, Senegal",,,,
355,558,res_558,2012_2015,All_months,Both,Arvicanthis,niloticus,Grass_rat,9,Senegal,bala,"Bala, Senegal",,,,
355,559,res_559,2012_2015,All_months,Both,Atelerix,albiventris,Hedgehog,0,Senegal,bala,"Bala, Senegal",,,,
355,560,res_560,2012_2015,All_months,Both,Cricetomys,gambianus,Gambian_pouched_rat,0,Senegal,bala,"Bala, Senegal",,,,
355,561,res_561,2012_2015,All_months,Both,Crocidura,olivieri,Giant_shrew,32,Senegal,bala,"Bala, Senegal",,,,
355,562,res_562,2012_2015,All_months,Both,Crocidura,sp.,Shrew,0,Senegal,bala,"Bala, Senegal",,,,
355,563,res_563,2012_2015,All_months,Both,Gerbilliscus,gambianus,Kemps_gerbil,0,Senegal,bala,"Bala, Senegal",,,,
355,564,res_564,2012_2015,All_months,Both,Mastomys,erythroleucus,Guinea_mouse,6,Senegal,bala,"Bala, Senegal",,,,
355,565,res_565,2012_2015,All_months,Both,Mastomys,natalensis,African_rat,0,Senegal,bala,"Bala, Senegal",,,,
355,566,res_566,2012_2015,All_months,Both,Mastomys,sp.,House_mouse,0,Senegal,bala,"Bala, Senegal",,,,
355,567,res_567,2012_2015,All_months,Both,Mus_nannomys,sp.,Pigmy_mouse,0,Senegal,bala,"Bala, Senegal",,,,
355,568,res_568,2012_2015,All_months,Both,Mus,musculus,House_mouse,6,Senegal,bala,"Bala, Senegal",,,,
355,569,res_569,2012_2015,All_months,Both,Mus,sp.,House_mouse,0,Senegal,bala,"Bala, Senegal",,,,
355,570,res_570,2012_2015,All_months,Both,Praomys,daltoni,Daltons_mouse,1,Senegal,bala,"Bala, Senegal",,,,
355,571,res_571,2012_2015,All_months,Both,Rattus,rattus,Black_rat,7,Senegal,bala,"Bala, Senegal",,,,
355,572,res_572,2012_2015,All_months,Both,Steatomys,sp.,,0,Senegal,bala,"Bala, Senegal",,,,
355,573,res_573,2012_2015,All_months,Both,Arvicanthis,niloticus,Grass_rat,0,Senegal,bantako,"Bantako, Senegal",,,,
355,574,res_574,2012_2015,All_months,Both,Atelerix,albiventris,Hedgehog,0,Senegal,bantako,"Bantako, Senegal",,,,
355,575,res_575,2012_2015,All_months,Both,Cricetomys,gambianus,Gambian_pouched_rat,0,Senegal,bantako,"Bantako, Senegal",,,,
355,576,res_576,2012_2015,All_months,Both,Crocidura,olivieri,Giant_shrew,0,Senegal,bantako,"Bantako, Senegal",,,,
355,577,res_577,2012_2015,All_months,Both,Crocidura,sp.,Shrew,0,Senegal,bantako,"Bantako, Senegal",,,,
355,578,res_578,2012_2015,All_months,Both,Gerbilliscus,gambianus,Kemps_gerbil,0,Senegal,bantako,"Bantako, Senegal",,,,
355,579,res_579,2012_2015,All_months,Both,Mastomys,erythroleucus,Guinea_mouse,0,Senegal,bantako,"Bantako, Senegal",,,,
355,580,res_580,2012_2015,All_months,Both,Mastomys,natalensis,African_rat,47,Senegal,bantako,"Bantako, Senegal",,,,
355,581,res_581,2012_2015,All_months,Both,Mastomys,sp.,House_mouse,0,Senegal,bantako,"Bantako, Senegal",,,,
355,582,res_582,2012_2015,All_months,Both,Mus_nannomys,sp.,Pigmy_mouse,0,Senegal,bantako,"Bantako, Senegal",,,,
355,583,res_583,2012_2015,All_months,Both,Mus,musculus,House_mouse,0,Senegal,bantako,"Bantako, Senegal",,,,
355,584,res_584,2012_2015,All_months,Both,Mus,sp.,House_mouse,0,Senegal,bantako,"Bantako, Senegal",,,,
355,585,res_585,2012_2015,All_months,Both,Praomys,daltoni,Daltons_mouse,0,Senegal,bantako,"Bantako, Senegal",,,,
355,586,res_586,2012_2015,All_months,Both,Rattus,rattus,Black_rat,0,Senegal,bantako,"Bantako, Senegal",,,,
355,587,res_587,2012_2015,All_months,Both,Steatomys,sp.,,0,Senegal,bantako,"Bantako, Senegal",,,,
355,588,res_588,2012_2015,All_months,Both,Arvicanthis,niloticus,Grass_rat,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,589,res_589,2012_2015,All_months,Both,Atelerix,albiventris,Hedgehog,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,590,res_590,2012_2015,All_months,Both,Cricetomys,gambianus,Gambian_pouched_rat,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,591,res_591,2012_2015,All_months,Both,Crocidura,olivieri,Giant_shrew,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,592,res_592,2012_2015,All_months,Both,Crocidura,sp.,Shrew,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,593,res_593,2012_2015,All_months,Both,Gerbilliscus,gambianus,Kemps_gerbil,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,594,res_594,2012_2015,All_months,Both,Mastomys,erythroleucus,Guinea_mouse,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,595,res_595,2012_2015,All_months,Both,Mastomys,natalensis,African_rat,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,596,res_596,2012_2015,All_months,Both,Mastomys,sp.,House_mouse,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,597,res_597,2012_2015,All_months,Both,Mus_nannomys,sp.,Pigmy_mouse,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,598,res_598,2012_2015,All_months,Both,Mus,musculus,House_mouse,32,Senegal,birkilane,"Birkilane, Senegal",,,,
355,599,res_599,2012_2015,All_months,Both,Mus,sp.,House_mouse,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,600,res_600,2012_2015,All_months,Both,Praomys,daltoni,Daltons_mouse,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,601,res_601,2012_2015,All_months,Both,Rattus,rattus,Black_rat,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,602,res_602,2012_2015,All_months,Both,Steatomys,sp.,,0,Senegal,birkilane,"Birkilane, Senegal",,,,
355,603,res_603,2012_2015,All_months,Both,Arvicanthis,niloticus,Grass_rat,2,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,604,res_604,2012_2015,All_months,Both,Atelerix,albiventris,Hedgehog,0,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,605,res_605,2012_2015,All_months,Both,Cricetomys,gambianus,Gambian_pouched_rat,0,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,606,res_606,2012_2015,All_months,Both,Crocidura,olivieri,Giant_shrew,4,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,607,res_607,2012_2015,All_months,Both,Crocidura,sp.,Shrew,0,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,608,res_608,2012_2015,All_months,Both,Gerbilliscus,gambianus,Kemps_gerbil,0,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,609,res_609,2012_2015,All_months,Both,Mastomys,erythroleucus,Guinea_mouse,34,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,610,res_610,2012_2015,All_months,Both,Mastomys,natalensis,African_rat,0,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,611,res_611,2012_2015,All_months,Both,Mastomys,sp.,House_mouse,0,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,612,res_612,2012_2015,All_months,Both,Mus_nannomys,sp.,Pigmy_mouse,0,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,613,res_613,2012_2015,All_months,Both,Mus,musculus,House_mouse,0,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,614,res_614,2012_2015,All_months,Both,Mus,sp.,House_mouse,0,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,615,res_615,2012_2015,All_months,Both,Praomys,daltoni,Daltons_mouse,10,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,616,res_616,2012_2015,All_months,Both,Rattus,rattus,Black_rat,52,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,617,res_617,2012_2015,All_months,Both,Steatomys,sp.,,0,Senegal,boutougoufara,"Boutougoufara, Senegal",,,,
355,618,res_618,2012_2015,All_months,Both,Arvicanthis,niloticus,Grass_rat,1,Senegal,bransan,"Bransan, Senegal",,,,
355,619,res_619,2012_2015,All_months,Both,Atelerix,albiventris,Hedgehog,0,Senegal,bransan,"Bransan, Senegal",,,,
355,620,res_620,2012_2015,All_months,Both,Cricetomys,gambianus,Gambian_pouched_rat,0,Senegal,bransan,"Bransan, Senegal",,,,
355,621,res_621,2012_2015,All_months,Both,Crocidura,olivieri,Giant_shrew,0,Senegal,bransan,"Bransan, Senegal",,,,
355,622,res_622,2012_2015,All_months,Both,Crocidura,sp.,Shrew,3,Senegal,bransan,"Bransan, Senegal",,,,
355,623,res_623,2012_2015,All_months,Both,Gerbilliscus,gambianus,Kemps_gerbil,0,Senegal,bransan,"Bransan, Senegal",,,,
355,624,res_624,2012_2015,All_months,Both,Mastomys,erythroleucus,Guinea_mouse,6,Senegal,bransan,"Bransan, Senegal",,,,
355,625,res_625,2012_2015,All_months,Both,Mastomys,natalensis,African_rat,33,Senegal,bransan,"Bransan, Senegal",,,,
355,626,res_626,2012_2015,All_months,Both,Mastomys,sp.,House_mouse,0,Senegal,bransan,"Bransan, Senegal",,,,
355,627,res_627,2012_2015,All_months,Both,Mus_nannomys,sp.,Pigmy_mouse,0,Senegal,bransan,"Bransan, Senegal",,,,
355,628,res_628,2012_2015,All_months,Both,Mus,musculus,House_mouse,0,Senegal,bransan,"Bransan, Senegal",,,,
355,629,res_629,2012_2015,All_months,Both,Mus,sp.,House_mouse,0,Senegal,bransan,"Bransan, Senegal",,,,
355,630,res_630,2012_2015,All_months,Both,Praomys,daltoni,Daltons_mouse,1,Senegal,bransan,"Bransan, Senegal",,,,
355,631,res_631,2012_2015,All_months,Both,Rattus,rattus,Black_rat,0,Senegal,bransan,"Bransan, Senegal",,,,
355,632,res_632,2012_2015,All_months,Both,Steatomys,sp.,,0,Senegal,bransan,"Bransan, Senegal",,,,
355,633,res_633,2012_2015,All_months,Both,Arvicanthis,niloticus,Grass_rat,16,Senegal,dembankane,"Dembankane, Senegal",,,,
355,634,res_634,2012_2015,All_months,Both,Atelerix,albiventris,Hedgehog,0,Senegal,dembankane,"Dembankane, Senegal",,,,
355,635,res_635,2012_2015,All_months,Both,Cricetomys,gambianus,Gambian_pouched_rat,0,Senegal,dembankane,"Dembankane, Senegal",,,,
355,636,res_636,2012_2015,All_months,Both,Crocidura,olivieri,Giant_shrew,3,Senegal,dembankane,"Dembankane, Senegal",,,,
355,637,res_637,2012_2015,All_months,Both,Crocidura,sp.,Shrew,0,Senegal,dembankane,"Dembankane, Senegal",,,,
355,638,res_638,2012_2015,All_months,Both,Gerbilliscus,gambianus,Kemps_gerbil,0,Senegal,dembankane,"Dembankane, Senegal",,,,
355,639,res_639,2012_2015,All_months,Both,Mastomys,erythroleucus,Guinea_mouse,41,Senegal,dembankane,"Dembankane, Senegal",,,,
355,640,res_640,2012_2015,All_months,Both,Mastomys,natalensis,African_rat,0,Senegal,dembankane,"Dembankane, Senegal",,,,
355,641,res_641,2012_2015,All_months,Both,Mastomys,sp.,House_mouse,0,Senegal,dembankane,"Dembankane, Senegal",,,,
355,642,res_642,2012_2015,All_months,Both,Mus_nannomys,sp.,Pigmy_mouse,0,Senegal,dembankane,"Dembankane, Senegal",,,,
355,643,res_643,2012_2015,All_months,Both,Mus,musculus,House_mouse,0,Senegal,dembankane,"Dembankane, Senegal",,,,
355,644,res_644,2012_2015,All_months,Both,Mus,sp.,House_mouse,0,Senegal,dembankane,"Dembankane, Senegal",,,,
355,645,res_645,2012_2015,All_months,Both,Praomys,daltoni,Daltons_mouse,0,Senegal,dembankane,"Dembankane, Senegal",,,,
355,646,res_646,2012_2015,All_months,Both,Rattus,rattus,Black_rat,0,Senegal,dembankane,"Dembankane, Senegal",,,,
355,647,res_647,2012_2015,All_months,Both,Steatomys,sp.,,0,Senegal,dembankane,"Dembankane, Senegal",,,,
355,648,res_648,2012_2015,All_months,Both,Arvicanthis,niloticus,Grass_rat,0,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
355,649,res_649,2012_2015,All_months,Both,Atelerix,albiventris,Hedgehog,0,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
355,650,res_650,2012_2015,All_months,Both,Cricetomys,gambianus,Gambian_pouched_rat,0,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
355,651,res_651,2012_2015,All_months,Both,Crocidura,olivieri,Giant_shrew,0,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
355,652,res_652,2012_2015,All_months,Both,Crocidura,sp.,Shrew,0,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
355,653,res_653,2012_2015,All_months,Both,Gerbilliscus,gambianus,Kemps_gerbil,0,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
355,654,res_654,2012_2015,All_months,Both,Mastomys,erythroleucus,Guinea_mouse,8,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
355,655,res_655,2012_2015,All_months,Both,Mastomys,natalensis,African_rat,0,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
355,656,res_656,2012_2015,All_months,Both,Mastomys,sp.,House_mouse,0,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
355,657,res_657,2012_2015,All_months,Both,Mus_nannomys,sp.,Pigmy_mouse,0,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
355,658,res_658,2012_2015,All_months,Both,Mus,musculus,House_mouse,0,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
355,659,res_659,2012_2015,All_months,Both,Mus,sp.,House_mouse,0,Senegal,diakene_wolof,"Diakene Wolof, Senegal",,,,
