study_id,vector_id,associated_pathogen_id,associated_reservoir_id,year,month,season,genus,species,sample_size,sampling_method,country,location_name,topography,ecoregion,gps_latitude,gps_longitude,comment
446,355,,,2014,july_to_november,rainy,aedes,fowleri,0,,senegal,diama,,,16.2115,-16.392113,
446,356,,,2014,july_to_november,rainy,aedes,sudanensis,0,,senegal,diama,,,16.2115,-16.392113,
446,357,,,2014,july_to_november,rainy,aedes,sp.,0,,senegal,diama,,,16.2115,-16.392113,
446,358,,,2014,july_to_november,rainy,aedes,vexans_arabiensis,0,,senegal,diama,,,16.2115,-16.392113,
446,359,,,2014,july_to_november,rainy,culex,antennatus,68,,senegal,diama,,,16.2115,-16.392113,
446,360,,,2014,july_to_november,rainy,culex,neavei,70,,senegal,diama,,,16.2115,-16.392113,
446,361,,,2014,july_to_november,rainy,culex,perfuscus,362,,senegal,diama,,,16.2115,-16.392113,
446,362,,,2014,july_to_november,rainy,culex,poicilipes,120,,senegal,diama,,,16.2115,-16.392113,
446,363,,,2014,july_to_november,rainy,culex,quinquefasciatus,43,,senegal,diama,,,16.2115,-16.392113,
446,364,,,2014,july_to_november,rainy,culex,tritaeniorhynchus,29400,,senegal,diama,,,16.2115,-16.392113,
446,365,,,2014,july_to_november,rainy,mansonia,uniformis,16495,,senegal,diama,,,16.2115,-16.392113,
446,366,,,2014,july_to_november,rainy,aedes,aegypti,0,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,367,,,2014,july_to_november,rainy,aedes,fowleri,0,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,368,,,2014,july_to_november,rainy,aedes,sudanensis,0,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,369,,,2014,july_to_november,rainy,aedes,sp.,0,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,370,,,2014,july_to_november,rainy,aedes,vexans_arabiensis,0,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,371,,,2014,july_to_november,rainy,culex,antennatus,748,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,372,,,2014,july_to_november,rainy,culex,neavei,2152,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,373,,,2014,july_to_november,rainy,culex,perfuscus,0,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,374,,,2014,july_to_november,rainy,culex,poicilipes,791,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,375,,,2014,july_to_november,rainy,culex,quinquefasciatus,254,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,376,,,2014,july_to_november,rainy,culex,tritaeniorhynchus,37580,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,377,,,2014,july_to_november,rainy,mansonia,uniformis,28299,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,378,,,2014,july_to_november,rainy,aedes,aegypti,9,,senegal,diaby,,,15.288365,-14.485538,
446,379,,,2014,july_to_november,rainy,aedes,fowleri,1,,senegal,diaby,,,15.288365,-14.485538,
446,380,,,2014,july_to_november,rainy,aedes,sudanensis,140,,senegal,diaby,,,15.288365,-14.485538,
446,381,,,2014,july_to_november,rainy,aedes,sp.,1,,senegal,diaby,,,15.288365,-14.485538,
446,382,,,2014,july_to_november,rainy,aedes,vexans_arabiensis,86653,,senegal,diaby,,,15.288365,-14.485538,
446,383,,,2014,july_to_november,rainy,culex,antennatus,15,,senegal,diaby,,,15.288365,-14.485538,
446,384,,,2014,july_to_november,rainy,culex,neavei,2,,senegal,diaby,,,15.288365,-14.485538,
446,385,,,2014,july_to_november,rainy,culex,perfuscus,0,,senegal,diaby,,,15.288365,-14.485538,
446,386,,,2014,july_to_november,rainy,culex,poicilipes,18,,senegal,diaby,,,15.288365,-14.485538,
446,387,,,2014,july_to_november,rainy,culex,quinquefasciatus,0,,senegal,diaby,,,15.288365,-14.485538,
446,388,,,2014,july_to_november,rainy,culex,tritaeniorhynchus,165,,senegal,diaby,,,15.288365,-14.485538,
446,389,,,2014,july_to_november,rainy,mansonia,uniformis,2,,senegal,diaby,,,15.288365,-14.485538,
446,390,,,2014,july_to_november,rainy,aedes,aegypti,10,,senegal,demba_djidou,,,15.281546,-14.451333,
446,391,,,2014,july_to_november,rainy,aedes,fowleri,0,,senegal,demba_djidou,,,15.281546,-14.451333,
446,392,,,2014,july_to_november,rainy,aedes,sudanensis,52,,senegal,demba_djidou,,,15.281546,-14.451333,
446,393,,,2014,july_to_november,rainy,aedes,sp.,16,,senegal,demba_djidou,,,15.281546,-14.451333,
446,394,,,2014,july_to_november,rainy,aedes,vexans_arabiensis,15164,,senegal,demba_djidou,,,15.281546,-14.451333,
446,395,,,2014,july_to_november,rainy,culex,antennatus,0,,senegal,demba_djidou,,,15.281546,-14.451333,
446,396,,,2014,july_to_november,rainy,culex,neavei,q0,,senegal,demba_djidou,,,15.281546,-14.451333,
446,397,,,2014,july_to_november,rainy,culex,perfuscus,0,,senegal,demba_djidou,,,15.281546,-14.451333,
446,398,,,2014,july_to_november,rainy,culex,poicilipes,46,,senegal,demba_djidou,,,15.281546,-14.451333,
446,399,,,2014,july_to_november,rainy,culex,quinquefasciatus,3,,senegal,demba_djidou,,,15.281546,-14.451333,
446,400,,,2014,july_to_november,rainy,culex,tritaeniorhynchus,22,,senegal,demba_djidou,,,15.281546,-14.451333,
446,401,,,2014,july_to_november,rainy,mansonia,uniformis,2,,senegal,demba_djidou,,,15.281546,-14.451333,
446,402,,,2014,july_to_november,rainy,aedes,aegypti,1,,senegal,nacara,,,15.223089,-14.438562,
446,403,,,2014,july_to_november,rainy,aedes,fowleri,0,,senegal,nacara,,,15.223089,-14.438562,
446,404,,,2014,july_to_november,rainy,aedes,sudanensis,11,,senegal,nacara,,,15.223089,-14.438562,
446,405,,,2014,july_to_november,rainy,aedes,sp.,9,,senegal,nacara,,,15.223089,-14.438562,
446,406,,,2014,july_to_november,rainy,aedes,vexans_arabiensis,3535,,senegal,nacara,,,15.223089,-14.438562,
446,407,,,2014,july_to_november,rainy,culex,antennatus,0,,senegal,nacara,,,15.223089,-14.438562,
446,408,,,2014,july_to_november,rainy,culex,neavei,9,,senegal,nacara,,,15.223089,-14.438562,
446,409,,,2014,july_to_november,rainy,culex,perfuscus,0,,senegal,nacara,,,15.223089,-14.438562,
446,410,,,2014,july_to_november,rainy,culex,poicilipes,115,,senegal,nacara,,,15.223089,-14.438562,
446,411,,,2014,july_to_november,rainy,culex,quinquefasciatus,0,,senegal,nacara,,,15.223089,-14.438562,
446,412,,,2014,july_to_november,rainy,culex,tritaeniorhynchus,31,,senegal,nacara,,,15.223089,-14.438562,
446,413,,,2014,july_to_november,rainy,mansonia,uniformis,0,,senegal,nacara,,,15.223089,-14.438562,
446,414,,,2015,july_to_november,rainy,aedes,aegypti,1,,senegal,diama,,,16.2115,-16.392113,
446,415,,,2015,july_to_november,rainy,aedes,fowleri,0,,senegal,diama,,,16.2115,-16.392113,
446,416,,,2015,july_to_november,rainy,aedes,sudanensis,2,,senegal,diama,,,16.2115,-16.392113,
446,417,,,2015,july_to_november,rainy,aedes,sp.,0,,senegal,diama,,,16.2115,-16.392113,
446,418,,,2015,july_to_november,rainy,aedes,vexans_arabiensis,9,,senegal,diama,,,16.2115,-16.392113,
446,419,,,2015,july_to_november,rainy,culex,antennatus,2334,,senegal,diama,,,16.2115,-16.392113,
446,420,,,2015,july_to_november,rainy,culex,neavei,6,,senegal,diama,,,16.2115,-16.392113,
446,421,,,2015,july_to_november,rainy,culex,perfuscus,439,,senegal,diama,,,16.2115,-16.392113,
446,422,,,2015,july_to_november,rainy,culex,poicilipes,581,,senegal,diama,,,16.2115,-16.392113,
446,423,,,2015,july_to_november,rainy,culex,quinquefasciatus,31,,senegal,diama,,,16.2115,-16.392113,
446,424,,,2015,july_to_november,rainy,culex,tritaeniorhynchus,40080,,senegal,diama,,,16.2115,-16.392113,
446,425,,,2015,july_to_november,rainy,mansonia,uniformis,27754,,senegal,diama,,,16.2115,-16.392113,
446,426,,,2015,july_to_november,rainy,aedes,aegypti,1,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,427,,,2015,july_to_november,rainy,aedes,fowleri,0,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,428,,,2015,july_to_november,rainy,aedes,sudanensis,2,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,429,,,2015,july_to_november,rainy,aedes,sp.,0,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,430,,,2015,july_to_november,rainy,aedes,vexans_arabiensis,30,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,431,,,2015,july_to_november,rainy,culex,antennatus,915,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,432,,,2015,july_to_november,rainy,culex,neavei,25,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,433,,,2015,july_to_november,rainy,culex,perfuscus,0,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,434,,,2015,july_to_november,rainy,culex,poicilipes,386,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,435,,,2015,july_to_november,rainy,culex,quinquefasciatus,27,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,436,,,2015,july_to_november,rainy,culex,tritaeniorhynchus,10341,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,437,,,2015,july_to_november,rainy,mansonia,uniformis,14302,,senegal,dande_mayo_loboudou,,,15.947701,-15.939505,
446,438,,,2015,july_to_november,rainy,aedes,aegypti,7,,senegal,diaby,,,15.288365,-14.485538,
446,439,,,2015,july_to_november,rainy,aedes,fowleri,0,,senegal,diaby,,,15.288365,-14.485538,
446,440,,,2015,july_to_november,rainy,aedes,sudanensis,63,,senegal,diaby,,,15.288365,-14.485538,
446,441,,,2015,july_to_november,rainy,aedes,sp.,0,,senegal,diaby,,,15.288365,-14.485538,
446,442,,,2015,july_to_november,rainy,aedes,vexans_arabiensis,3720,,senegal,diaby,,,15.288365,-14.485538,
446,443,,,2015,july_to_november,rainy,culex,antennatus,8,,senegal,diaby,,,15.288365,-14.485538,
446,444,,,2015,july_to_november,rainy,culex,neavei,0,,senegal,diaby,,,15.288365,-14.485538,
446,445,,,2015,july_to_november,rainy,culex,perfuscus,0,,senegal,diaby,,,15.288365,-14.485538,
446,446,,,2015,july_to_november,rainy,culex,poicilipes,50,,senegal,diaby,,,15.288365,-14.485538,
446,447,,,2015,july_to_november,rainy,culex,quinquefasciatus,4,,senegal,diaby,,,15.288365,-14.485538,
446,448,,,2015,july_to_november,rainy,culex,tritaeniorhynchus,13,,senegal,diaby,,,15.288365,-14.485538,
446,449,,,2015,july_to_november,rainy,mansonia,uniformis,2,,senegal,diaby,,,15.288365,-14.485538,
446,450,,,2015,july_to_november,rainy,aedes,aegypti,6,,senegal,demba_djidou,,,15.281546,-14.451333,
446,451,,,2015,july_to_november,rainy,aedes,fowleri,15,,senegal,demba_djidou,,,15.281546,-14.451333,
446,452,,,2015,july_to_november,rainy,aedes,sudanensis,50,,senegal,demba_djidou,,,15.281546,-14.451333,
446,453,,,2015,july_to_november,rainy,aedes,sp.,51,,senegal,demba_djidou,,,15.281546,-14.451333,
446,454,,,2015,july_to_november,rainy,aedes,vexans_arabiensis,2512,,senegal,demba_djidou,,,15.281546,-14.451333,
446,455,,,2015,july_to_november,rainy,culex,antennatus,1,,senegal,demba_djidou,,,15.281546,-14.451333,
446,456,,,2015,july_to_november,rainy,culex,neavei,0,,senegal,demba_djidou,,,15.281546,-14.451333,
446,457,,,2015,july_to_november,rainy,culex,perfuscus,0,,senegal,demba_djidou,,,15.281546,-14.451333,
446,458,,,2015,july_to_november,rainy,culex,poicilipes,1,,senegal,demba_djidou,,,15.281546,-14.451333,
446,459,,,2015,july_to_november,rainy,culex,quinquefasciatus,2,,senegal,demba_djidou,,,15.281546,-14.451333,
446,460,,,2015,july_to_november,rainy,culex,tritaeniorhynchus,54,,senegal,demba_djidou,,,15.281546,-14.451333,
446,461,,,2015,july_to_november,rainy,mansonia,uniformis,0,,senegal,demba_djidou,,,15.281546,-14.451333,
446,462,,,2015,july_to_november,rainy,aedes,aegypti,0,,senegal,nacara,,,15.223089,-14.438562,
446,463,,,2015,july_to_november,rainy,aedes,fowleri,0,,senegal,nacara,,,15.223089,-14.438562,
446,464,,,2015,july_to_november,rainy,aedes,sudanensis,10,,senegal,nacara,,,15.223089,-14.438562,
446,465,,,2015,july_to_november,rainy,aedes,sp.,1,,senegal,nacara,,,15.223089,-14.438562,
446,466,,,2015,july_to_november,rainy,aedes,vexans_arabiensis,582,,senegal,nacara,,,15.223089,-14.438562,
446,467,,,2015,july_to_november,rainy,culex,antennatus,1,,senegal,nacara,,,15.223089,-14.438562,
446,468,,,2015,july_to_november,rainy,culex,neavei,3,,senegal,nacara,,,15.223089,-14.438562,
446,469,,,2015,july_to_november,rainy,culex,perfuscus,0,,senegal,nacara,,,15.223089,-14.438562,
446,470,,,2015,july_to_november,rainy,culex,poicilipes,56,,senegal,nacara,,,15.223089,-14.438562,
446,471,,,2015,july_to_november,rainy,culex,quinquefasciatus,0,,senegal,nacara,,,15.223089,-14.438562,
446,472,,,2015,july_to_november,rainy,culex,tritaeniorhynchus,24,,senegal,nacara,,,15.223089,-14.438562,
446,473,,,2015,july_to_november,rainy,mansonia,uniformis,0,,senegal,nacara,,,15.223089,-14.438562,
536,474,,,2013,june,rainy,rhipicephalus,evertesi_evertesi,48,,senegal,keur_momar_sarr,,,15.91668,-15.966675,
536,475,,,2014,june,rainy,rhipicephalus,evertesi_evertesi,124,,senegal,keur_momar_sarr,,,15.91668,-15.966675,
536,476,,,2014,june,rainy,hyalomma,rufipes,17,,senegal,keur_momar_sarr,,,15.91668,-15.966675,
536,477,,,2014,june,rainy,hyalomma,impeltatum,10,,senegal,keur_momar_sarr,,,15.91668,-15.966675,
536,478,,,2014,june,rainy,rhipicephalus,bursa,3,,senegal,keur_momar_sarr,,,15.91668,-15.966675,
536,479,,,2014,june,rainy,rhipicephalus,muhsamae,2,,senegal,keur_momar_sarr,,,15.91668,-15.966675,
568,480,,,2012,all_months,rainy,aedes,aegypti,1,,senegal,dakar,,,,,
568,481,,,2012,all_months,rainy,aedes,aegypti,1,,senegal,kedougou,,,,,
568,482,,,2012,all_months,rainy,aedes,vittatus,1,,senegal,kedougou,,,,,
568,483,,,2012,all_months,rainy,aedes,luteocephalus,1,,senegal,kedougou,,,,,
576,484,,,2018,august_to_november,both,aedes,aegypti,682,,senegal,kedougou,,,,,
576,485,,,2018,august_to_november,both,aedes,furcifer,1,,senegal,kedougou,,,,,
576,486,,,2018,august_to_november,both,aedes,luteocephalus,2,,senegal,kedougou,,,,,
576,487,,,2018,august_to_november,both,aedes,vittatus,15,,senegal,kedougou,,,,,
576,488,,,2018,august_to_november,both,culex,neavei,2,,senegal,kedougou,,,,,
576,489,,,2018,august_to_november,both,culex,perfuscus,40,,senegal,kedougou,,,,,
576,490,,,2018,august_to_november,both,culex,quinquefasciatus,446,,senegal,kedougou,,,,,
576,491,,,2018,august_to_november,both,mansonia,uniformis,1,,senegal,kedougou,,,,,
625,492,,,2002_2003,august_to_january,both,aedes,aegypti,166,,senegal,barkedji,,,,,
625,493,,,2002_2003,august_to_january,both,aedes,aegypti,97,,senegal,dakar,,,,,
625,494,,,2002_2003,august_to_january,both,aedes,aegypti,63,,senegal,ngoye,,,,,
625,495,,,2002_2003,august_to_january,both,aedes,aegypti,67,,senegal,ndougoubene,,,,,
625,496,,,2002_2003,august_to_january,both,aedes,aegypti,56,,senegal,kedougou,,,,,
625,497,,,2002_2003,august_to_january,both,aedes,aegypti,148,,senegal,darou_koung_koung,,,,,
512,498,,,2009,september,rainy,aedes,luteocephalus,72,,senegal,ndebou_forest,,,12.4980072,-12.3153303,
512,499,,,2009,september,rainy,aedes,luteocephalus,51,,senegal,tenkoto_forest,,,12.66002685,-12.2725947,
512,500,,,2009,september,rainy,aedes,luteocephalus,2,,senegal,ngari_savanna,,,12.63167961,-12.25041582,
512,501,,,2009,october,rainy,aedes,furcifer,56,,senegal,baraboye_barren,,,12.60732399,-12.35665163,
512,502,,,2009,october,rainy,aedes,furcifer,38,,senegal,ndebou,,,12.4980072,-12.3153303,
512,503,,,2009,october,rainy,aedes,taylori,27,,senegal,tenkoto_forest,,,12.66002685,-12.2725947,
512,504,,,2009,october,rainy,aedes,africanus,10,,senegal,bandafassi_forest,,,12.52689121,-12.29415361,
512,505,,,2009,october,rainy,aedes,furcifer,138,,senegal,ngari,,,12.62344339,-12.24367811,
512,506,,,2009,october,rainy,aedes,luteocephalus,89,,senegal,ngari,,,12.62344339,-12.24367811,
512,507,,,2009,october,rainy,aedes,aegypti,2,,senegal,velinngara_forest,,,12.47868658,-12.10118272,
512,508,,,2009,october,rainy,aedes,africanus,8,,senegal,velinngara_forest,,,12.47868658,-12.10118272,
512,509,,,2009,october,rainy,aedes,furcifer,2013,,senegal,ngari,,,12.63369101,-12.24972725,
512,510,,,2009,october,rainy,aedes,furcifer,29,,senegal,velinngara,,,12.46090135,-12.062042,
512,511,,,2009,november,dry,aedes,dalzieli,57,,senegal,tenkoto_agriculture,,,12.69074739,-12.28392012,
512,512,,,2009,november,dry,aedes,furcifer,26,,senegal,tenkoto_agriculture,,,12.69074739,-12.28392012,
512,513,,,2009,november,dry,aedes,furcifer,14,,senegal,tenkoto_forest,,,12.66002685,-12.2725947,
512,514,,,2009,november,dry,aedes,taylori,27,,senegal,tenkoto_forest,,,12.66002685,-12.2725947,
512,515,,,2009,november,dry,aedes,dalzieli,66,,senegal,tenkoto_savanna,,,12.65331125,-12.26894117,
512,516,,,2009,november,dry,aedes,metallicus,2,,senegal,tenkoto_savanna,,,12.65331125,-12.26894117,
512,517,,,2009,november,dry,aedes,furcifer,2,,senegal,ngari_agriculture,,,12.61142529,-12.24026891,
512,518,,,2009,november,dry,aedes,furcifer,16,,senegal,ngari_barren,,,12.62212806,-12.23951785,
512,519,,,2009,november,dry,aedes,furcifer,69,,senegal,ngari,,,12.62344339,-12.24367811,
512,520,,,2009,november,dry,aedes,taylori,41,,senegal,ngari,,,12.62344339,-12.24367811,
512,521,,,2009,december,dry,aedes,dalzieli,6,,senegal,ndebou_forest,,,12.50419827,-12.37652391,
512,522,,,2009,december,dry,aedes,furcifer,12,,senegal,ndebou_forest,,,12.50419827,-12.37652391,
512,523,,,2009,december,dry,aedes,luteocephalus,3,,senegal,ndebou_forest,,,12.50419827,-12.37652391,
512,524,,,2009,december,dry,aedes,taylori,6,,senegal,ndebou_forest,,,12.50419827,-12.37652391,
512,525,,,2009,december,dry,aedes,dalzieli,3,,senegal,baraboye_forest,,,12.67649679,-12.42371109,
512,526,,,2009,december,dry,aedes,furcifer,1,,senegal,baraboye,,,12.68599933,-12.41116303,
512,527,,,2009,december,dry,aedes,taylori,1,,senegal,tenkoto_agriculture,,,12.69074739,-12.28392012,
512,528,,,2009,december,dry,mansonia,uniformis,3,,senegal,ngari_barren,,,12.62212806,-12.23951785,
512,529,,,2009,december,dry,culex,poicilipes,3,,senegal,ngari_savanna,,,12.62344339,-12.24367811,
512,530,,,2009,december,dry,aedes,furcifer,3,,senegal,ngari,,,12.63369101,-12.24972725,
457,531,,,2013,september_to_december,both,culex,antennatus,48,,senegal,barkedji,,,,,
457,532,,,2013,september_to_december,both,culex,neavei,814,,senegal,barkedji,,,,,
457,533,,,2013,september_to_december,both,culex,perfuscus,125,,senegal,barkedji,,,,,
457,534,,,2013,september_to_december,both,culex,poicilipes,1681,,senegal,barkedji,,,,,
457,535,,,2013,september_to_december,both,culex,tritaeniorhynchus,39,,senegal,barkedji,,,,,
457,536,,,2013,september_to_december,both,mansonia,africanus,15,,senegal,barkedji,,,,,
457,537,,,2013,september_to_december,both,mansonia,uniformis,331,,senegal,barkedji,,,,,
457,538,,,2013,september_to_december,both,culex,antennatus,610,,senegal,djoudj_national_bird_sanctuary,,,,,
457,539,,,2013,september_to_december,both,culex,neavei,40,,senegal,djoudj_national_bird_sanctuary,,,,,
457,540,,,2013,september_to_december,both,culex,perfuscus,260,,senegal,djoudj_national_bird_sanctuary,,,,,
457,541,,,2013,september_to_december,both,culex,poicilipes,989,,senegal,djoudj_national_bird_sanctuary,,,,,
457,542,,,2013,september_to_december,both,culex,tritaeniorhynchus,1128,,senegal,djoudj_national_bird_sanctuary,,,,,
457,543,,,2013,september_to_december,both,mansonia,africanus,223,,senegal,djoudj_national_bird_sanctuary,,,,,
457,544,,,2013,september_to_december,both,mansonia,uniformis,4911,,senegal,djoudj_national_bird_sanctuary,,,,,
457,545,,,2013,september_to_december,both,culex,antennatus,69,,senegal,kedougou,,,,,
457,546,,,2013,september_to_december,both,culex,neavei,46,,senegal,kedougou,,,,,
457,547,,,2013,september_to_december,both,culex,perfuscus,452,,senegal,kedougou,,,,,
457,548,,,2013,september_to_december,both,culex,poicilipes,189,,senegal,kedougou,,,,,
457,549,,,2013,september_to_december,both,mansonia,africanus,46,,senegal,kedougou,,,,,
457,550,,,2013,september_to_december,both,mansonia,uniformis,1574,,senegal,kedougou,,,,,
623,551,,,2010,august,rainy,aedes,aegypti,58,,senegal,fatick,,,14.339303,-16.41078,
623,552,,,2011,september,rainy,aedes,aegypti,74,,senegal,bignona,,,12.801706,-16.227176,
623,553,,,2010,october,rainy,aedes,aegypti,90,,senegal,richard_toll,,,16.465031,-15.683831,
623,554,,,2010,october,rainy,aedes,aegypti,78,,senegal,goudiri,,,14.183956,-12.715913,
623,555,,,2011,september,rainy,aedes,aegypti,82,,senegal,kedougou,,,12.558174,-12.188619,
623,556,,,2011,september,rainy,aedes,aegypti,87,,senegal,pk10,,,12.612535,-12.247555,
623,557,,,2010,august,rainy,aedes,aegypti,90,,senegal,mont_rolland,,,14.921693,-16.993707,
623,558,,,2010,october,rainy,aedes,aegypti,88,,senegal,rufisque,,,14.715785,-17.270833,
539,559,,,2018,july_to_september,rainy,aedes,aegypti,300,,senegal,kedougou,,,12.562594,-12.175522,
539,560,,,2018,july_to_september,rainy,aedes,aegypti,300,,senegal,pk10,,,12.611942,-12.246339,
539,561,,,2018,july_to_september,rainy,aedes,aegypti,300,,senegal,tambacounda,,,14.164659,-14.085821,
539,562,,,2018,july_to_september,rainy,aedes,aegypti,300,,senegal,louga,,,15.62124,-16.235435,
539,563,,,2018,july_to_september,rainy,aedes,aegypti,300,,senegal,barkedji,,,15.277046,-15.862997,
539,564,,,2018,july_to_september,rainy,aedes,aegypti,300,,senegal,mbour,,,14.418782,-16.956427,
539,565,,,2018,july_to_september,rainy,aedes,aegypti,300,,senegal,dakar,,,14.672906,-17.443576,
614,566,,,,,,ornithodoros,sonrai,7,,senegal,dielmon,,,13.716675,-16.399997,
614,567,,,,,,ornithodoros,sonrai,3,,senegal,thianene,,,15.066664,-15.999986,
614,568,,,,,,ornithodoros,sonrai,1,,senegal,nema_nding,,,13.699992,-16.416681,
614,569,,,,,,ornithodoros,sonrai,1,,senegal,keur_aliou_gueye,,,13.783325,-16.399997,
614,570,,,,,,ornithodoros,sonrai,1,,senegal,kanene_khar,,,15.500013,-16.016664,
614,571,,,,,,ornithodoros,sonrai,1,,senegal,kaur_lamine_soce,,,13.733331,-16.416681,
614,572,,,,,,ornithodoros,sonrai,1,,senegal,kenieba,,,14.08332,-12.049992,
614,573,,,,,,ornithodoros,sonrai,1,,senegal,taouey,,,16.449992,-12.050003,
463,574,,,2008_2009,september_to_january,both,culex,neavei,1,,senegal,grand_lampsar,,,16.4525,-16.21722222,
463,575,,,2008_2009,september_to_january,both,culex,tritaeniorhynchus,1,,senegal,grand_lampsar,,,16.4525,-16.21722222,
463,576,,,2008_2009,september_to_january,both,aedes,sudanensis,1,,senegal,grand_lampsar,,,16.4525,-16.21722222,
463,577,,,2008_2009,september_to_january,both,mansonia,uniformis,1,,senegal,grand_lampsar,,,16.4525,-16.21722222,
463,578,,,2008_2009,september_to_january,both,culex,poicilipes,1,,senegal,grand_lampsar,,,16.4525,-16.21722222,
463,579,,,2008_2009,september_to_january,both,culex,perfuscus,1,,senegal,grand_lampsar,,,16.4525,-16.21722222,
463,580,,,2008_2009,september_to_january,both,culex,neavei,1,,senegal,rainabe,,,16.40055556,-16.18583333,
463,581,,,2008_2009,september_to_january,both,culex,tritaeniorhynchus,1,,senegal,rainabe,,,16.40055556,-16.18583333,
463,582,,,2008_2009,september_to_january,both,aedes,sudanensis,1,,senegal,rainabe,,,16.40055556,-16.18583333,
463,583,,,2008_2009,september_to_january,both,mansonia,uniformis,1,,senegal,rainabe,,,16.40055556,-16.18583333,
463,584,,,2008_2009,september_to_january,both,culex,poicilipes,1,,senegal,rainabe,,,16.40055556,-16.18583333,
463,585,,,2008_2009,september_to_january,both,culex,perfuscus,1,,senegal,rainabe,,,16.40055556,-16.18583333,
463,586,,,2008_2009,september_to_january,both,culex,neavei,1,,senegal,ross_bethio,,,16.43555556,-16.2175,
463,587,,,2008_2009,september_to_january,both,culex,tritaeniorhynchus,1,,senegal,ross_bethio,,,16.43555556,-16.2175,
463,588,,,2008_2009,september_to_january,both,aedes,sudanensis,0,,senegal,ross_bethio,,,16.43555556,-16.2175,
463,589,,,2008_2009,september_to_january,both,mansonia,uniformis,1,,senegal,ross_bethio,,,16.43555556,-16.2175,
463,590,,,2008_2009,september_to_january,both,culex,poicilipes,1,,senegal,ross_bethio,,,16.43555556,-16.2175,
463,591,,,2008_2009,september_to_january,both,culex,perfuscus,0,,senegal,ross_bethio,,,16.43555556,-16.2175,
627,592,,,,,,culex,quinquefasciatus,41,,senegal,barkedji,,,,,
567,593,,,2014,,,aedes,aegypti,240,,senegal,dakar,,,,,
567,594,,,2014,,,aedes,aegypti,206,,senegal,saint_louis,,,,,
567,595,,,2014,,,aedes,aegypti,160,,senegal,kedougou,,,,,
567,596,,,2014,,,aedes,furcifer,71,,senegal,kedougou,,,,,
567,597,,,2014,,,aedes,taylori,86,,senegal,kedougou,,,,,
567,598,,,2014,,,aedes,luteocephalus,22,,senegal,kedougou,,,,,
635,599,,,1973_1974,all_months,both,aedes,sp.,281,,gambia,saruja,,,,,
635,600,,,1973_1974,all_months,both,culex,neavei,829,,gambia,saruja,,,,,
635,601,,,1973_1974,all_months,both,culex,antennatus,495,,gambia,saruja,,,,,
635,602,,,1973_1974,all_months,both,culex,poicilipes,6033,,gambia,saruja,,,,,
469,603,,,2008_2009,all_months,both,culex,sp.,1,,gambia,walikunda,,,,,
469,604,,,2008_2009,all_months,both,mansonia,sp.,1,,gambia,walikunda,,,,,
469,605,,,2005,june_to_october,rainy,mansonia,sp.,7273,,gambia,farafenni,,,,,
469,606,,,2005,june_to_october,rainy,aedes,aegypti,808,,gambia,farafenni,,,,,
469,607,,,2005,june_to_october,rainy,aedes,vittatus,1,,gambia,farafenni,,,,,
469,608,,,2005,june_to_october,rainy,aedes,fowleri,1,,gambia,farafenni,,,,,
469,609,,,2005,june_to_october,rainy,culex,quinquefasciatus,58,,gambia,farafenni,,,,,
491,610,,,2008,september,rainy,ornithodoros,sonrai,8,,senegal,tisse,,,,,
491,611,,,2008,september,rainy,ornithodoros,sonrai,24,,senegal,maka_gouye,,,,,
491,612,,,2008,september,rainy,ornithodoros,sonrai,112,,senegal,dide,,,,,
491,613,,,2008,september,rainy,ornithodoros,sonrai,84,,senegal,diana,,,,,
491,614,,,2008,september,rainy,ornithodoros,sonrai,29,,senegal,dielmon,,,,,
491,615,,,2008,september,rainy,ornithodoros,sonrai,75,,senegal,dakar,,,,,
626,616,,,2014,,,aedes,vexans,420,,senegal,barkedji,,,,,
626,617,,,2014,,,culex,quinquefasciatus,563,,senegal,barkedji,,,,,
626,618,,,2014,,,culex,poicilipes,380,,senegal,barkedji,,,,,
