study_id,vector_id,associated_pathogen_id,associated_reservoir_id,year,month,season,genus,species,sample_size,sampling_method,country,location_name,topography,ecoregion,gps_latitude,gps_longitude,comment
413,619,,,2012_2013,july_to_december,both,aedes,aegypti,120,,senegal,barkedji,,,,,
413,620,,,2012_2013,july_to_december,both,aedes,dalzieli,1391,,senegal,barkedji,,,,,
413,621,,,2012_2013,july_to_december,both,aedes,fowleri,193,,senegal,barkedji,,,,,
413,622,,,2012_2013,july_to_december,both,aedes,furcifer,206,,senegal,barkedji,,,,,
413,623,,,2012_2013,july_to_december,both,aedes,luteocephalus,25,,senegal,barkedji,,,,,
413,624,,,2012_2013,july_to_december,both,aedes,metallicus,37,,senegal,barkedji,,,,,
413,625,,,2012_2013,july_to_december,both,aedes,ochraceus,2004,,senegal,barkedji,,,,,
413,626,,,2012_2013,july_to_december,both,aedes,sudanensis,774,,senegal,barkedji,,,,,
413,627,,,2012_2013,july_to_december,both,aedes,unilineatus,21,,senegal,barkedji,,,,,
413,628,,,2012_2013,july_to_december,both,aedes,vexans,11297,,senegal,barkedji,,,,,
413,629,,,2012_2013,july_to_december,both,aedes,vittatus,1,,senegal,barkedji,,,,,
413,630,,,2012_2013,july_to_december,both,culex,antennatus,1378,,senegal,barkedji,,,,,
413,631,,,2012_2013,july_to_december,both,culex,neavei,4223,,senegal,barkedji,,,,,
413,632,,,2012_2013,july_to_december,both,culex,perfuscus,547,,senegal,barkedji,,,,,
413,633,,,2012_2013,july_to_december,both,culex,poicilipes,7884,,senegal,barkedji,,,,,
413,634,,,2012_2013,july_to_december,both,culex,quinquefasciatus,84,,senegal,barkedji,,,,,
413,635,,,2012_2013,july_to_december,both,culex,tritaeniorhynchus,1646,,senegal,barkedji,,,,,
413,636,,,2012_2013,july_to_december,both,mansonia,africanus,842,,senegal,barkedji,,,,,
413,637,,,2012_2013,july_to_december,both,mansonia,uniformis,4222,,senegal,barkedji,,,,,
557,638,,,2019,all_months,both,ornithodoros,sonrai,33,,senegal,diane_beredji,,,14.56666667,-16.3,
557,639,,,2019,all_months,both,ornithodoros,sonrai,41,,senegal,ndiambour,,,14.55,-16.33333333,
557,640,,,2019,all_months,both,ornithodoros,sonrai,24,,senegal,dione_thiogome,,,14.58333333,-16.35,
557,641,,,2019,all_months,both,ornithodoros,sonrai,34,,senegal,mbakane_nenem,,,14.55,-16.38333333,
557,642,,,2019,all_months,both,ornithodoros,sonrai,48,,senegal,patar,,,14.55,-16.36666667,
557,643,,,2019,all_months,both,ornithodoros,sonrai,28,,senegal,wakhaldiam,,,14.55,-16.4,
557,644,,,2019,all_months,both,ornithodoros,sonrai,121,,senegal,ngayokheme,,,14.53333333,-16.4,
557,645,,,2019,all_months,both,ornithodoros,sonrai,49,,senegal,ndioulbeth,,,14.51666667,-16.36666667,
557,646,,,2019,all_months,both,ornithodoros,sonrai,38,,senegal,mbadatte,,,14.53333333,-16.35,
557,647,,,2019,all_months,both,ornithodoros,sonrai,11,,senegal,mback,,,14.55,-16.33333333,
557,648,,,2019,all_months,both,ornithodoros,sonrai,22,,senegal,ndoss_diarraff,,,14.45,-16.35,
557,649,,,2019,all_months,both,ornithodoros,sonrai,109,,senegal,ndoss_mbadiokh,,,14.45,-16.35,
557,650,,,2019,all_months,both,ornithodoros,sonrai,90,,senegal,ndoss_ndoffene,,,14.45,-16.35,
557,651,,,2019,all_months,both,ornithodoros,sonrai,25,,senegal,mbafaye,,,14.41666667,-16.4,
557,652,,,2019,all_months,both,ornithodoros,sonrai,47,,senegal,sagne,,,14.4,-16.4,
557,653,,,2019,all_months,both,ornithodoros,sonrai,24,,senegal,godaguene,,,14.4,-16.38333333,
557,654,,,2019,all_months,both,ornithodoros,sonrai,75,,senegal,mbane,,,14.36666667,-16.41666667,
557,655,,,2019,all_months,both,ornithodoros,sonrai,39,,senegal,dielmon,,,13.7,-16.4,
557,656,,,2019,all_months,both,ornithodoros,sonrai,49,,senegal,ndiop,,,13.68333333,-16.38333333,
557,657,,,2019,all_months,both,ornithodoros,sonrai,96,,senegal,passy,,,13.68333333,-16.38333333,
557,658,,,2019,all_months,both,ornithodoros,sonrai,84,,senegal,touba_nding,,,13.7,-16.41666667,
557,659,,,2019,all_months,both,ornithodoros,sonrai,65,,senegal,nema_nding,,,13.7,-16.4,
557,660,,,2019,all_months,both,ornithodoros,sonrai,2,,senegal,sabouya,,,13.71666667,-16.38333333,
557,661,,,2019,all_months,both,ornithodoros,sonrai,106,,senegal,daga_babou,,,13.75,-16.43333333,
557,662,,,2019,all_months,both,ornithodoros,sonrai,1,,senegal,keur_aliou_diop,,,13.7,-16.35,
557,663,,,2019,all_months,both,ornithodoros,sonrai,12,,senegal,kaur_simon_diene,,,13.75,-16.38333333,
557,664,,,2019,all_months,both,ornithodoros,sonrai,2,,senegal,nema_ba,,,13.61666667,-16.28333333,
557,665,,,2019,all_months,both,ornithodoros,sonrai,0,,senegal,medina,,,13.7,-16.4,
557,666,,,2019,all_months,both,ornithodoros,sonrai,0,,senegal,sourou,,,13.76666667,-16.46666667,
557,667,,,2019,all_months,both,ornithodoros,sonrai,0,,senegal,bani,,,13.75,-16.46666667,
557,668,,,2019,all_months,both,ornithodoros,sonrai,0,,senegal,firdawsi,,,13.75,-16.45,
557,669,,,2019,all_months,both,ornithodoros,sonrai,0,,senegal,keur_lahi_soce,,,13.73333333,-16.41666667,
453,670,,,2018,september,rainy,culex,quinquefasciatus,718,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,671,,,2018,september,rainy,culex,poicilipes,6,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,672,,,2018,september,rainy,culex,tritaeniorhynchus,0,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,673,,,2018,september,rainy,mansonia,africanus,6,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,674,,,2018,september,rainy,mansonia,uniformis,39,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,675,,,2018,september,rainy,aedes,aegypti,15,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,676,,,2018,september,rainy,aedes,ochraceus,0,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,677,,,2018,september,rainy,aedes,vexans,0,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,678,,,2018,october,rainy,culex,quinquefasciatus,570,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,679,,,2018,october,rainy,culex,poicilipes,10,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,680,,,2018,october,rainy,culex,tritaeniorhynchus,2,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,681,,,2018,october,rainy,mansonia,africanus,0,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,682,,,2018,october,rainy,mansonia,uniformis,35,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,683,,,2018,october,rainy,aedes,aegypti,5,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,684,,,2018,october,rainy,aedes,ochraceus,1,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,685,,,2018,october,rainy,aedes,vexans,121,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,686,,,2018,november,dry,culex,quinquefasciatus,545,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,687,,,2018,november,dry,culex,poicilipes,18,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,688,,,2018,november,dry,culex,tritaeniorhynchus,0,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,689,,,2018,november,dry,mansonia,africanus,4,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,690,,,2018,november,dry,mansonia,uniformis,17,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,691,,,2018,november,dry,aedes,aegypti,2,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,692,,,2018,november,dry,aedes,ochraceus,5,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,693,,,2018,november,dry,aedes,vexans,0,,senegal,madina_djikoye,,,13.649875,-16.32681111,
453,694,,,2018,september,rainy,culex,quinquefasciatus,139,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,695,,,2018,september,rainy,culex,poicilipes,0,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,696,,,2018,september,rainy,culex,tritaeniorhynchus,0,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,697,,,2018,september,rainy,mansonia,africanus,0,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,698,,,2018,september,rainy,mansonia,uniformis,0,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,699,,,2018,september,rainy,aedes,aegypti,18,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,700,,,2018,september,rainy,aedes,ochraceus,12,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,701,,,2018,september,rainy,aedes,vexans,104,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,702,,,2018,november,rainy,culex,quinquefasciatus,1270,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,703,,,2018,november,rainy,culex,poicilipes,7,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,704,,,2018,november,rainy,culex,tritaeniorhynchus,16,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,705,,,2018,november,rainy,mansonia,africanus,0,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,706,,,2018,november,rainy,mansonia,uniformis,0,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,707,,,2018,november,rainy,aedes,aegypti,6,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,708,,,2018,november,rainy,aedes,ochraceus,1,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
453,709,,,2018,november,rainy,aedes,vexans,0,,senegal,djinkore_mafing,,,13.70648611,-13.65413889,
558,710,,,2018_2021,all_months,both,ornithodoros,sonrai,253,,senegal,dodel,,,16.48797222,-14.42194444,
501,711,,,2017_2019,all_months,both,aedes,aegypti,1361,,senegal,dakar,,,14.67291667,-17.44361111,
501,712,,,2017_2020,all_months,both,aedes,aegypti,1271,,senegal,touba,,,14.85,-15.88333333,
501,713,,,2017_2021,all_months,both,aedes,aegypti,1214,,senegal,mbour,,,14.41877778,-16.95641667,
501,714,,,2017_2022,all_months,both,aedes,aegypti,1385,,senegal,louga,,,15.62125,-16.23544444,
501,715,,,2017_2023,all_months,both,aedes,aegypti,1313,,senegal,barkedji,,,15.27705556,-15.86272222,
501,716,,,2017_2024,all_months,both,aedes,aegypti,1305,,senegal,fatick,,,14.61861111,-16.22583333,
501,717,,,2017_2025,all_months,both,aedes,aegypti,1352,,senegal,matam,,,15.66316667,-13.25519444,
501,718,,,2017_2026,all_months,both,aedes,aegypti,1331,,senegal,ziguinchor,,,12.56316667,-16.29294444,
501,719,,,2017_2027,all_months,both,aedes,aegypti,1338,,senegal,kedougou,,,12.56258333,-12.17552778,
547,720,,,1991,all_months,both,aedes,vexans,6688,,senegal,barkedji,,,,,
547,721,,,1992,all_months,both,aedes,vexans,2654,,senegal,barkedji,,,,,
547,722,,,1993,all_months,both,aedes,vexans,1574,,senegal,barkedji,,,,,
547,723,,,1994,all_months,both,aedes,vexans,4756,,senegal,barkedji,,,,,
547,724,,,1995,all_months,both,aedes,vexans,12545,,senegal,barkedji,,,,,
547,725,,,1996,all_months,both,aedes,vexans,8114,,senegal,barkedji,,,,,
547,726,,,1991,all_months,both,culex,poicilipes,2780,,senegal,barkedji,,,,,
547,727,,,1992,all_months,both,culex,poicilipes,1026,,senegal,barkedji,,,,,
547,728,,,1993,all_months,both,culex,poicilipes,21213,,senegal,barkedji,,,,,
547,729,,,1994,all_months,both,culex,poicilipes,4001,,senegal,barkedji,,,,,
547,730,,,1995,all_months,both,culex,poicilipes,4964,,senegal,barkedji,,,,,
547,731,,,1996,all_months,both,culex,poicilipes,2926,,senegal,barkedji,,,,,
547,732,,,2002,all_months,both,aedes,vexans,799,,senegal,barkedji,,,,,
547,733,,,2003,all_months,both,aedes,vexans,1106,,senegal,barkedji,,,,,
547,734,,,2002,all_months,both,culex,poicilipes,56,,senegal,barkedji,,,,,
547,735,,,2003,all_months,both,culex,poicilipes,468,,senegal,barkedji,,,,,
473,736,,,2007,july,rainy,aedes,aegypti,26,,senegal,saint_louis,,,16.02564722,-16.50498333,
473,737,,,2007,july,rainy,aedes,aegypti,58,,senegal,digale,,,16.18333333,-15.75,
473,738,,,2007,july,rainy,aedes,aegypti,58,,senegal,louga,,,15.61528611,-16.22154444,
473,739,,,2005,january,dry,aedes,aegypti,61,,senegal,dakar,,,14.74999167,-17.46642222,
473,740,,,2007,june,rainy,aedes,aegypti,59,,senegal,ngoye,,,14.61423611,-16.41188611,
473,741,,,2007,april,dry,aedes,aegypti,73,,senegal,touba,,,14.85935278,-15.87883333,
473,742,,,2006,july,rainy,aedes,aegypti,36,,senegal,mindin,,,14.06626389,-15.29965556,
473,743,,,2006,july,rainy,aedes,aegypti,43,,senegal,kaffrine,,,14.10661944,-15.55201389,
473,744,,,2006,july,rainy,aedes,aegypti,52,,senegal,koungheul,,,13.97596944,-14.80419722,
473,745,,,2006,july,rainy,aedes,aegypti,105,,senegal,tambacounda,,,13.77309167,-13.67731944,
473,746,,,2006,july,rainy,aedes,aegypti,25,,senegal,saraya,,,12.83333333,-11.75,
473,747,,,2006,july,rainy,aedes,aegypti,26,,senegal,dienoudialla,,,13.21445833,-13.11198611,
473,748,,,2007,july,rainy,aedes,aegypti,58,,senegal,goudiri,,,14.18695,-12.71219722,
473,749,,,2006,july,rainy,aedes,aegypti,69,,senegal,niemenike,,,13.00708889,-12.54670556,
473,750,,,2006,november,dry,aedes,aegypti,57,,senegal,ngari,,,12.63349167,-12.24993611,
473,751,,,2006,november,dry,aedes,aegypti,40,,senegal,pk10,,,12.600025,-12.23340278,
473,752,,,2006,november,dry,aedes,aegypti,83,,senegal,deux_riviers,,,12.63338889,-12.233375,
473,753,,,2007,july,rainy,aedes,aegypti,58,,senegal,simenti,,,13.03325556,-13.29965833,
473,754,,,2006,july,rainy,aedes,aegypti,53,,senegal,fongolimbi,,,12.41246667,-12.0116,
486,755,,,2010,february,dry,aedes,aegypti,173,,senegal,pk10,,,,,
486,756,,,2011,september,rainy,aedes,aegypti,80,,senegal,pk10,,,,,
291,757,,,1988,all_months,both,tick,sp.,176,,gambia,keneba,,,,,
291,758,,,1988,all_months,both,tick,sp.,103,,gambia,fugga,,,,,
291,759,,,1988,all_months,both,tick,sp.,9,,gambia,sambel_kunda,,,,,
352,760,,,2014,june,rainy,rhipicephalus,evertesi_evertesi,172,,senegal,keur_momar_sarr,,,15.916667,-15.966667,
352,761,,,2014,june,rainy,hyalomma,impeltatum,10,,senegal,keur_momar_sarr,,,15.916667,-15.966667,
352,762,,,2014,june,rainy,hyalomma,rufipes,17,,senegal,keur_momar_sarr,,,15.916667,-15.966667,
352,763,,,2014,june,rainy,rhipicephalus,bursa,3,,senegal,keur_momar_sarr,,,15.916667,-15.966667,
352,764,,,2014,june,rainy,rhipicephalus,muhsamae,2,,senegal,keur_momar_sarr,,,15.916667,-15.966667,
409,765,,,1999,june,rainy,aedes,furcifer,1134,,senegal,kedougou,,,,,
409,766,,,1999,october,rainy,aedes,furcifer,1998,,senegal,kedougou,,,,,
409,767,,,1999,november,dry,aedes,furcifer,1425,,senegal,kedougou,,,,,
409,768,,,1999,june,rainy,aedes,taylori,379,,senegal,kedougou,,,,,
409,769,,,1999,october,rainy,aedes,taylori,124,,senegal,kedougou,,,,,
409,770,,,1999,november,dry,aedes,taylori,575,,senegal,kedougou,,,,,
409,771,,,1999,june,rainy,aedes,luteocephalus,1064,,senegal,kedougou,,,,,
409,772,,,1999,october,rainy,aedes,luteocephalus,682,,senegal,kedougou,,,,,
409,773,,,1999,november,dry,aedes,luteocephalus,392,,senegal,kedougou,,,,,
409,774,,,1999,june,rainy,aedes,aegypti,54,,senegal,kedougou,,,,,
409,775,,,1999,october,rainy,aedes,aegypti,3366,,senegal,kedougou,,,,,
409,776,,,1999,november,dry,aedes,aegypti,7984,,senegal,kedougou,,,,,
412,777,,,1990,october_to_november,both,aedes,dalzieli,0,,senegal,barkedji,,,,,
412,778,,,1990,october_to_november,both,aedes,fowleri,0,,senegal,barkedji,,,,,
412,779,,,1990,october_to_november,both,aedes,ochraceus,3,,senegal,barkedji,,,,,
412,780,,,1990,october_to_november,both,aedes,vexans,245,,senegal,barkedji,,,,,
412,781,,,1990,october_to_november,both,aedes,vittatus,0,,senegal,barkedji,,,,,
412,782,,,1990,october_to_november,both,aedes,furcifer,0,,senegal,barkedji,,,,,
412,783,,,1990,october_to_november,both,aedes,sudanensis,5,,senegal,barkedji,,,,,
412,784,,,1990,october_to_november,both,aedes,aegypti,0,,senegal,barkedji,,,,,
412,785,,,1990,october_to_november,both,aedes,luteocephalus,0,,senegal,barkedji,,,,,
412,786,,,1990,october_to_november,both,aedes,metallicus,0,,senegal,barkedji,,,,,
412,787,,,1990,october_to_november,both,aedes,unilineatus,0,,senegal,barkedji,,,,,
412,788,,,1990,october_to_november,both,aedes,antennatus,24,,senegal,barkedji,,,,,
412,789,,,1990,october_to_november,both,culex,neavei,199,,senegal,barkedji,,,,,
412,790,,,1990,october_to_november,both,culex,perfuscus,2,,senegal,barkedji,,,,,
412,791,,,1990,october_to_november,both,culex,poicilipes,21668,,senegal,barkedji,,,,,
412,792,,,1990,october_to_november,both,culex,quinquefasciatus,0,,senegal,barkedji,,,,,
412,793,,,1990,october_to_november,both,culex,tritaeniorhynchus,98,,senegal,barkedji,,,,,
412,794,,,1990,october_to_november,both,mansonia,africanus,225,,senegal,barkedji,,,,,
412,795,,,1990,october_to_november,both,mansonia,uniformis,192,,senegal,barkedji,,,,,
412,796,,,1991,all_months,both,aedes,dalzieli,0,,senegal,barkedji,,,,,
412,797,,,1991,all_months,both,aedes,fowleri,0,,senegal,barkedji,,,,,
412,798,,,1991,all_months,both,aedes,ochraceus,282,,senegal,barkedji,,,,,
412,799,,,1991,all_months,both,aedes,vexans,10247,,senegal,barkedji,,,,,
412,800,,,1991,all_months,both,aedes,vittatus,0,,senegal,barkedji,,,,,
412,801,,,1991,all_months,both,aedes,furcifer,0,,senegal,barkedji,,,,,
412,802,,,1991,all_months,both,aedes,sudanensis,344,,senegal,barkedji,,,,,
412,803,,,1991,all_months,both,aedes,aegypti,0,,senegal,barkedji,,,,,
412,804,,,1991,all_months,both,aedes,luteocephalus,0,,senegal,barkedji,,,,,
412,805,,,1991,all_months,both,aedes,metallicus,17,,senegal,barkedji,,,,,
412,806,,,1991,all_months,both,aedes,unilineatus,36,,senegal,barkedji,,,,,
412,807,,,1991,all_months,both,aedes,antennatus,1177,,senegal,barkedji,,,,,
412,808,,,1991,all_months,both,culex,neavei,756,,senegal,barkedji,,,,,
412,809,,,1991,all_months,both,culex,perfuscus,134,,senegal,barkedji,,,,,
412,810,,,1991,all_months,both,culex,poicilipes,7363,,senegal,barkedji,,,,,
412,811,,,1991,all_months,both,culex,quinquefasciatus,339,,senegal,barkedji,,,,,
412,812,,,1991,all_months,both,culex,tritaeniorhynchus,137,,senegal,barkedji,,,,,
412,813,,,1991,all_months,both,mansonia,africanus,1559,,senegal,barkedji,,,,,
412,814,,,1991,all_months,both,mansonia,uniformis,156,,senegal,barkedji,,,,,
412,815,,,1992,all_months,both,aedes,dalzieli,0,,senegal,barkedji,,,,,
412,816,,,1992,all_months,both,aedes,fowleri,2,,senegal,barkedji,,,,,
412,817,,,1992,all_months,both,aedes,ochraceus,634,,senegal,barkedji,,,,,
412,818,,,1992,all_months,both,aedes,vexans,4204,,senegal,barkedji,,,,,
412,819,,,1992,all_months,both,aedes,vittatus,1,,senegal,barkedji,,,,,
412,820,,,1992,all_months,both,aedes,furcifer,125,,senegal,barkedji,,,,,
412,821,,,1992,all_months,both,aedes,sudanensis,252,,senegal,barkedji,,,,,
412,822,,,1992,all_months,both,aedes,aegypti,10,,senegal,barkedji,,,,,
412,823,,,1992,all_months,both,aedes,luteocephalus,0,,senegal,barkedji,,,,,
412,824,,,1992,all_months,both,aedes,metallicus,101,,senegal,barkedji,,,,,
412,825,,,1992,all_months,both,aedes,unilineatus,134,,senegal,barkedji,,,,,
412,826,,,1992,all_months,both,aedes,antennatus,478,,senegal,barkedji,,,,,
412,827,,,1992,all_months,both,culex,neavei,1946,,senegal,barkedji,,,,,
412,828,,,1992,all_months,both,culex,perfuscus,239,,senegal,barkedji,,,,,
412,829,,,1992,all_months,both,culex,poicilipes,11151,,senegal,barkedji,,,,,
412,830,,,1992,all_months,both,culex,quinquefasciatus,0,,senegal,barkedji,,,,,
412,831,,,1992,all_months,both,culex,tritaeniorhynchus,1242,,senegal,barkedji,,,,,
412,832,,,1992,all_months,both,mansonia,africanus,4524,,senegal,barkedji,,,,,
412,833,,,1992,all_months,both,mansonia,uniformis,703,,senegal,barkedji,,,,,
412,834,,,1993,all_months,both,aedes,dalzieli,10,,senegal,barkedji,,,,,
412,835,,,1993,all_months,both,aedes,fowleri,19,,senegal,barkedji,,,,,
412,836,,,1993,all_months,both,aedes,ochraceus,1169,,senegal,barkedji,,,,,
412,837,,,1993,all_months,both,aedes,vexans,4174,,senegal,barkedji,,,,,
412,838,,,1993,all_months,both,aedes,vittatus,0,,senegal,barkedji,,,,,
412,839,,,1993,all_months,both,aedes,furcifer,139,,senegal,barkedji,,,,,
412,840,,,1993,all_months,both,aedes,sudanensis,184,,senegal,barkedji,,,,,
412,841,,,1993,all_months,both,aedes,aegypti,9,,senegal,barkedji,,,,,
412,842,,,1993,all_months,both,aedes,luteocephalus,1,,senegal,barkedji,,,,,
412,843,,,1993,all_months,both,aedes,metallicus,59,,senegal,barkedji,,,,,
412,844,,,1993,all_months,both,aedes,unilineatus,64,,senegal,barkedji,,,,,
412,845,,,1993,all_months,both,aedes,antennatus,482,,senegal,barkedji,,,,,
412,846,,,1993,all_months,both,culex,neavei,3602,,senegal,barkedji,,,,,
412,847,,,1993,all_months,both,culex,perfuscus,330,,senegal,barkedji,,,,,
412,848,,,1993,all_months,both,culex,poicilipes,28630,,senegal,barkedji,,,,,
412,849,,,1993,all_months,both,culex,quinquefasciatus,291,,senegal,barkedji,,,,,
412,850,,,1993,all_months,both,culex,tritaeniorhynchus,182,,senegal,barkedji,,,,,
412,851,,,1993,all_months,both,mansonia,africanus,4636,,senegal,barkedji,,,,,
412,852,,,1993,all_months,both,mansonia,uniformis,925,,senegal,barkedji,,,,,
412,853,,,1994,all_months,both,aedes,dalzieli,24,,senegal,barkedji,,,,,
412,854,,,1994,all_months,both,aedes,fowleri,9,,senegal,barkedji,,,,,
412,855,,,1994,all_months,both,aedes,ochraceus,1069,,senegal,barkedji,,,,,
412,856,,,1994,all_months,both,aedes,vexans,6971,,senegal,barkedji,,,,,
412,857,,,1994,all_months,both,aedes,vittatus,0,,senegal,barkedji,,,,,
412,858,,,1994,all_months,both,aedes,furcifer,129,,senegal,barkedji,,,,,
412,859,,,1994,all_months,both,aedes,sudanensis,66,,senegal,barkedji,,,,,
412,860,,,1994,all_months,both,aedes,aegypti,1,,senegal,barkedji,,,,,
412,861,,,1994,all_months,both,aedes,luteocephalus,10,,senegal,barkedji,,,,,
412,862,,,1994,all_months,both,aedes,metallicus,93,,senegal,barkedji,,,,,
412,863,,,1994,all_months,both,aedes,unilineatus,43,,senegal,barkedji,,,,,
412,864,,,1994,all_months,both,aedes,antennatus,298,,senegal,barkedji,,,,,
412,865,,,1994,all_months,both,culex,neavei,950,,senegal,barkedji,,,,,
412,866,,,1994,all_months,both,culex,perfuscus,59,,senegal,barkedji,,,,,
412,867,,,1994,all_months,both,culex,poicilipes,7014,,senegal,barkedji,,,,,
412,868,,,1994,all_months,both,culex,quinquefasciatus,0,,senegal,barkedji,,,,,
412,869,,,1994,all_months,both,culex,tritaeniorhynchus,360,,senegal,barkedji,,,,,
412,870,,,1994,all_months,both,mansonia,africanus,5650,,senegal,barkedji,,,,,
412,871,,,1994,all_months,both,mansonia,uniformis,140,,senegal,barkedji,,,,,
412,872,,,1995,all_months,both,aedes,dalzieli,29,,senegal,barkedji,,,,,
412,873,,,1995,all_months,both,aedes,fowleri,10,,senegal,barkedji,,,,,
412,874,,,1995,all_months,both,aedes,ochraceus,302,,senegal,barkedji,,,,,
412,875,,,1995,all_months,both,aedes,vexans,14953,,senegal,barkedji,,,,,
412,876,,,1995,all_months,both,aedes,vittatus,0,,senegal,barkedji,,,,,
412,877,,,1995,all_months,both,aedes,furcifer,82,,senegal,barkedji,,,,,
412,878,,,1995,all_months,both,aedes,sudanensis,307,,senegal,barkedji,,,,,
412,879,,,1995,all_months,both,aedes,aegypti,3,,senegal,barkedji,,,,,
412,880,,,1995,all_months,both,aedes,luteocephalus,6,,senegal,barkedji,,,,,
412,881,,,1995,all_months,both,aedes,metallicus,22,,senegal,barkedji,,,,,
412,882,,,1995,all_months,both,aedes,unilineatus,16,,senegal,barkedji,,,,,
412,883,,,1995,all_months,both,aedes,antennatus,1085,,senegal,barkedji,,,,,
412,884,,,1995,all_months,both,culex,neavei,1409,,senegal,barkedji,,,,,
412,885,,,1995,all_months,both,culex,perfuscus,140,,senegal,barkedji,,,,,
412,886,,,1995,all_months,both,culex,poicilipes,6737,,senegal,barkedji,,,,,
412,887,,,1995,all_months,both,culex,quinquefasciatus,0,,senegal,barkedji,,,,,
412,888,,,1995,all_months,both,culex,tritaeniorhynchus,1572,,senegal,barkedji,,,,,
412,889,,,1995,all_months,both,mansonia,africanus,474,,senegal,barkedji,,,,,
412,890,,,1995,all_months,both,mansonia,uniformis,3026,,senegal,barkedji,,,,,
414,891,,,2002,august,rainy,aedes,vexans,13424,,senegal,niakhar,,,,,
414,892,,,2002,september,rainy,aedes,vexans,8723,,senegal,niakhar,,,,,
414,893,,,2002,october,rainy,aedes,vexans,29347,,senegal,niakhar,,,,,
414,894,,,2003,july,rainy,aedes,vexans,781,,senegal,niakhar,,,,,
414,895,,,2002,november,dry,culex,poicilipes,16934,,senegal,niakhar,,,,,
415,896,,,1987,may,dry,hyalomma,truncatum,1,,senegal,bandia,,,,,
415,897,,,1987,may,dry,rhipicephalus,guilhoni,0,,senegal,bandia,,,,,
415,898,,,1987,june,rainy,hyalomma,truncatum,4,,senegal,bandia,,,,,
415,899,,,1987,june,rainy,rhipicephalus,guilhoni,1,,senegal,bandia,,,,,
415,900,,,1987,july,rainy,rhipicephalus,sulcatus,1,,senegal,bandia,,,,,
415,901,,,1987,july,rainy,hyalomma,truncatum,0,,senegal,bandia,,,,,
415,902,,,1987,august,rainy,hyalomma,truncatum,0,,senegal,bandia,,,,,
415,903,,,1987,august,rainy,rhipicephalus,guilhoni,0,,senegal,bandia,,,,,
415,904,,,1987,september,rainy,hyalomma,truncatum,0,,senegal,bandia,,,,,
415,905,,,1987,september,rainy,rhipicephalus,guilhoni,0,,senegal,bandia,,,,,
415,906,,,1987,october,rainy,hyalomma,truncatum,1,,senegal,bandia,,,,,
415,907,,,1987,october,rainy,rhipicephalus,guilhoni,2,,senegal,bandia,,,,,
415,908,,,1988,february,dry,hyalomma,truncatum,0,,senegal,bandia,,,,,
415,909,,,1988,february,dry,rhipicephalus,guilhoni,1,,senegal,bandia,,,,,
415,910,,,1988,march,dry,hyalomma,truncatum,0,,senegal,bandia,,,,,
415,911,,,1988,march,dry,rhipicephalus,guilhoni,0,,senegal,bandia,,,,,
415,912,,,1988,april,dry,hyalomma,truncatum,0,,senegal,bandia,,,,,
415,913,,,1988,april,dry,rhipicephalus,guilhoni,0,,senegal,bandia,,,,,
415,914,,,1988,may,dry,hyalomma,truncatum,0,,senegal,bandia,,,,,
415,915,,,1988,may,dry,rhipicephalus,guilhoni,0,,senegal,bandia,,,,,
